Data,Tipo,Categoria,Subcategoria,Produto,Unidade,Quantidade,Preço de Custo,Preço de Venda,Tipo Avaria
2023-06-08,Avaria,Sobremesas,Chocolates,Chocolate,kg,44,7.5,10.5,Danos no transporte
2023-06-23,Avaria,Hortifruti,Legumes,Batata,kg,23,2.99,3.89,Danos no transporte
2023-06-22,Ajuste,Hortifruti,Frutas,Laranja,kg,44,2.0,2.6,
2023-06-03,Ajuste,Hortifruti,Frutas,Mamão Papaia,kg,75,3.79,4.99,
2023-06-17,Avaria,Bebidas,Não Alcoólicas,Refrigerante,litros,34,4.5,5.85,Furto
2023-06-11,Avaria,Carnes,Bovina,Rabo,kg,16,29.99,39.99,Furto
2023-06-13,Ajuste,Hortifruti,Frutas,Mamão,kg,87,5.5,7.15,
2023-06-15,Avaria,Carnes,Aves,Linguiça de Frango,kg,94,13.99,19.99,Validade expirada
2023-06-18,Ajuste,Moda e Vestuário,Feminino,Vestido Ciganinha,unidades,78,26.99,39.99,
2023-06-01,Ajuste,Moda e Vestuário,Masculino,Blazer Casual,unidades,47,49.99,74.99,
2023-06-23,Ajuste,Bebidas,Alcoólicas,Vinho Tinto,litros,61,25.0,32.5,
2023-06-08,Ajuste,Hortifruti,Frutas,Tamarindo,kg,57,11.99,13.99,
2023-06-04,Ajuste,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,77,119.99,149.99,
2023-06-24,Avaria,Hortifruti,Frutas,Cereja do Rio Grande,kg,13,34.99,39.99,Danos no transporte
2023-06-15,Avaria,Moda e Vestuário,Feminino,Vestido de Festa,unidades,22,69.99,99.99,Danos no transporte
2023-06-08,Ajuste,Moda e Vestuário,Masculino,Jaqueta de Couro,unidades,1,89.99,129.99,
2023-06-19,Avaria,Hortifruti,Frutas,Graviola,kg,61,9.49,11.99,Furto
2023-06-15,Avaria,Tecnologia,Caixas de Som,Smart Speaker,unidades,81,79.99,99.99,Danos no transporte
2023-06-22,Avaria,Decoração,Relógios,Relógio de Parede,unidades,63,19.99,29.99,Danos no transporte
2023-06-25,Ajuste,Tecnologia,Periféricos,Teclado sem Fio,unidades,86,14.99,19.99,
2023-06-10,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,12,12.8,18.56,Danos no transporte
2023-06-13,Ajuste,Iluminação,Abajures,Abajur,unidades,24,39.99,49.99,
2023-06-10,Avaria,Carnes,Bovina,Mocotó,kg,19,21.99,29.99,Furto
2023-06-24,Ajuste,Hortifruti,Frutas,Uva,kg,37,8.0,10.4,
2023-06-16,Ajuste,Hortifruti,Frutas,Mamão Papaia,kg,32,3.79,4.99,
2023-06-26,Avaria,Lazer,Cadeiras de Praia,Cadeira de Praia,unidades,4,19.99,29.99,Furto
2023-06-04,Ajuste,Hortifruti,Frutas,Mamão,kg,32,5.5,7.15,
2023-06-10,Avaria,Carnes,Ovinos,Cordeiro Desossado,kg,43,79.99,94.99,Danos no transporte
2023-06-02,Ajuste,Moda e Vestuário,Masculino,Camisa Polo,unidades,66,22.99,34.99,
2023-06-19,Avaria,Esportes,Tacos,Taco de Baseball,unidades,2,19.99,29.99,Furto
2023-06-02,Ajuste,Hortifruti,Frutas,Manga Tommy,kg,83,4.99,6.49,
2023-06-21,Ajuste,Moda e Vestuário,Masculino,Camisa Xadrez,unidades,11,19.99,29.99,
2023-06-22,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,59,22.99,34.99,Furto
2023-06-28,Ajuste,Tecnologia,Caixas de Som,Smart Speaker,unidades,27,79.99,99.99,
2023-06-10,Ajuste,Hortifruti,Frutas,Pera,kg,1,3.29,4.49,
2023-06-05,Avaria,Eletrodomésticos,Ventiladores,Ventilador de Mesa,unidades,35,49.99,69.99,Furto
2023-06-26,Ajuste,Carnes,Suína,Bisteca Suína,kg,16,21.99,29.99,
2023-06-14,Ajuste,Higiene,Desodorantes,Desodorante,unidades,16,8.8,12.32,
2023-06-25,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,71,3.5,4.73,
2023-06-26,Ajuste,Móveis,Cadeiras,Cadeira de Escritório,unidades,50,119.99,149.99,
2023-06-23,Avaria,Hortifruti,Frutas,Uva,kg,97,8.0,10.4,Danos no transporte
2023-06-18,Avaria,Carnes,Aves,Coxa de Peru,kg,48,29.99,39.99,Validade expirada
2023-06-05,Ajuste,Carnes,Aves,Coxa de Frango,kg,94,17.99,24.99,
2023-06-19,Avaria,Padaria,Salgados,Coxinha de Frango,unidades,91,3.5,4.73,Furto
2023-06-14,Avaria,Hortifruti,Frutas,Banana Prata,kg,19,2.99,3.99,Validade expirada
2023-06-09,Avaria,Hortifruti,Frutas,Laranja,kg,67,2.0,2.6,Furto
2023-06-26,Avaria,Carnes,Suínos,Costela Suína,kg,37,18.9,27.4,Furto
2023-06-11,Avaria,Moda e Vestuário,Feminino,Vestido Blusê,unidades,76,32.99,49.99,Furto
2023-06-01,Avaria,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,5,99.99,129.99,Furto
2023-06-09,Ajuste,Moda e Vestuário,Masculino,Calça Jogger,unidades,84,26.99,39.99,
2023-06-16,Ajuste,Higiene,Sabonetes,Gel de Banho,litros,30,4.2,5.88,
2023-06-05,Ajuste,Limpeza,Sabão em Pó,Sabão em Pó,kg,61,8.5,12.75,
2023-06-15,Avaria,Moda e Vestuário,Masculino,Blazer Slim,unidades,80,59.99,89.99,Furto
2023-06-13,Avaria,Moda e Vestuário,Masculino,Bermuda Jeans,unidades,64,19.99,29.99,Danos no transporte
2023-06-05,Ajuste,Carnes,Bovina,Picanha Argentina,kg,65,59.99,79.99,
2023-06-28,Avaria,Moda e Vestuário,Masculino,Sapatênis Casual,unidades,30,39.99,59.99,Validade expirada
2023-06-18,Avaria,Hortifruti,Frutas,Pitanga,kg,27,16.99,19.99,Furto
2023-06-17,Ajuste,Hortifruti,Frutas,Limão Siciliano,kg,93,4.49,5.49,
2023-06-03,Avaria,Eletrodomésticos,Ferro de Passar,Ferro de Passar,unidades,29,39.99,49.99,Validade expirada
2023-06-04,Avaria,Carnes,Aves,Asa de Frango,kg,1,13.99,19.99,Danos no transporte
2023-06-25,Ajuste,Carnes,Ovinos,Carré de Cordeiro,kg,9,69.99,84.99,
2023-06-28,Avaria,Moda e Vestuário,Feminino,Sandália Rasteira,unidades,65,26.99,39.99,Furto
2023-06-26,Ajuste,Decoração,Tapetes,Tapete,metros quadrados,75,59.99,79.99,
2023-06-20,Ajuste,Carnes,Aves,Linguiça de Peru,kg,54,13.99,19.99,
2023-06-12,Avaria,Eletroeletrônicos,Computadores,Notebook,unidades,21,3499.99,4199.99,Furto
2023-06-12,Avaria,Carnes,Bovina,Coxão Mole,kg,8,42.99,59.99,Validade expirada
2023-06-16,Ajuste,Hortifruti,Frutas,Graviola,kg,21,9.49,11.99,
2023-06-08,Ajuste,Móveis,Sofás,Sofá de Couro,unidades,37,499.99,599.99,
2023-06-07,Ajuste,Carnes,Bovina,Alcatra,kg,79,46.99,64.99,
2023-06-09,Ajuste,Hortifruti,Frutas,Melão,unidades,56,6.49,7.99,
2023-06-17,Avaria,Moda e Vestuário,Feminino,Saia Midi,unidades,86,24.99,39.99,Furto
2023-06-16,Avaria,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,64,119.99,149.99,Furto
2023-06-02,Avaria,Carnes,Ovinos,Linguiça de Cordeiro,kg,38,19.99,29.99,Furto
2023-06-17,Avaria,Carnes,Bovina,Fígado de Boi,kg,8,14.99,19.99,Validade expirada
2023-06-26,Ajuste,Hortifruti,Frutas,Tangerina,kg,99,2.49,3.49,
2023-06-18,Avaria,Sobremesas,Chocolates,Chocolate,kg,47,7.5,10.5,Danos no transporte
2023-06-01,Ajuste,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,42,99.99,129.99,
2023-06-02,Avaria,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,64,99.99,129.99,Danos no transporte
2023-06-12,Avaria,Hortifruti,Legumes,Pimentão,kg,32,3.99,5.19,Danos no transporte
2023-06-25,Avaria,Bebidas,Águas,Água Mineral,litros,40,1.5,1.95,Danos no transporte
2023-06-25,Avaria,Celulares,Tablets,Tablet,unidades,67,899.99,1124.99,Danos no transporte
2023-06-24,Avaria,Moda e Vestuário,Masculino,Calça Cargo,unidades,92,29.99,44.99,Validade expirada
2023-06-01,Ajuste,Carnes,Aves,Sobrecoxa de Frango,kg,75,12.8,18.56,
2023-06-27,Ajuste,Padaria,Bolos,Bolo de Chocolate,kg,36,18.0,24.3,
2023-06-06,Avaria,Carnes,Aves,Filé de Pato,kg,98,59.99,74.99,Furto
2023-06-15,Ajuste,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,91,99.99,129.99,
2023-06-10,Avaria,Hortifruti,Legumes,Cebola,kg,35,2.29,2.98,Furto
2023-06-14,Avaria,Moda e Vestuário,Masculino,Sapatênis Casual,unidades,6,39.99,59.99,Danos no transporte
2023-06-20,Ajuste,Tecnologia,Redes,Roteador Wi-Fi,unidades,16,59.99,79.99,
2023-06-05,Ajuste,Lazer,Brinquedos,Cama Elástica,unidades,95,149.99,199.99,
2023-06-01,Ajuste,Moda e Vestuário,Feminino,Vestido Tubinho,unidades,67,34.99,49.99,
2023-06-04,Avaria,Hortifruti,Legumes,Cenoura,kg,29,1.79,2.33,Furto
2023-06-14,Ajuste,Carnes,Aves,Codorna Inteira,kg,91,39.99,54.99,
2023-06-06,Ajuste,Hortifruti,Frutas,Banana da Terra,kg,26,3.99,4.99,
2023-06-06,Ajuste,Hortifruti,Frutas,Banana Nanica,kg,11,1.99,2.99,
2023-06-23,Avaria,Bebidas,Não Alcoólicas,Suco de Laranja,litros,26,6.2,8.06,Furto
2023-06-07,Ajuste,Carnes,Suína,Lombo,kg,52,31.99,44.99,
2023-06-26,Ajuste,Móveis,Mesas,Escrivaninha,unidades,89,99.99,129.99,
2023-06-20,Avaria,Limpeza,Sabão em Pó,Sabão em Pó,kg,67,8.5,12.75,Furto
2023-06-09,Ajuste,Hortifruti,Frutas,Coco,unidades,97,6.49,7.99,
2023-06-21,Avaria,Iluminação,Lustres,Lustre,unidades,47,119.99,149.99,Danos no transporte
2023-06-02,Avaria,Tecnologia,Redes,Roteador Wi-Fi,unidades,40,59.99,79.99,Furto
2023-06-26,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,26,16.0,21.6,
2023-06-22,Ajuste,Moda e Vestuário,Feminino,Vestido de Festa,unidades,80,69.99,99.99,
2023-06-23,Ajuste,Carnes,Bovina,Língua de Boi,kg,78,24.99,34.99,
2023-06-23,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,99,17.99,24.99,
2023-06-13,Ajuste,Padaria,Biscoitos,Rosquinhas,kg,1,3.9,5.27,
2023-06-15,Ajuste,Hortifruti,Frutas,Banana Prata,kg,10,2.99,3.99,
2023-06-25,Ajuste,Móveis,Camas,Cama de Casal,unidades,79,399.99,499.99,
2023-06-27,Avaria,Decoração,Tapetes,Tapete,metros quadrados,93,59.99,79.99,Validade expirada
2023-06-07,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,25,16.0,21.6,
2023-06-23,Ajuste,Carnes,Ovinos,Contrafilé de Cordeiro,kg,43,54.99,69.99,
2023-06-12,Ajuste,Eletroeletrônicos,Computadores,Notebook,unidades,70,3499.99,4199.99,
2023-06-02,Ajuste,Móveis,Guarda-roupas,Guarda-roupa,unidades,15,299.99,399.99,
2023-06-12,Ajuste,Carnes,Bovina,Coxão Mole,kg,86,42.99,59.99,
2023-06-18,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,42,17.99,24.99,
2023-06-06,Ajuste,Laticínios,Leites,Leite,litros,20,2.5,3.38,
2023-06-21,Ajuste,Esportes,Bolas,Bola de Futebol,unidades,58,14.99,19.99,
2023-06-04,Ajuste,Hortifruti,Frutas,Caqui,kg,54,8.99,10.99,
2023-06-16,Avaria,Carnes,Bovina,Carne de Hambúrguer,kg,100,21.99,29.99,Furto
2023-06-05,Avaria,Limpeza,Sabão em Pó,Sabão em Pó,kg,13,8.5,12.75,Danos no transporte
2023-06-16,Avaria,Moda e Vestuário,Feminino,Vestido Bandagem,unidades,49,36.99,54.99,Furto
2023-06-01,Ajuste,Limpeza,Utensílios de Limpeza,Vassoura,unidades,60,12.0,18.0,
2023-06-25,Ajuste,Hortifruti,Frutas,Uva,kg,91,8.0,10.4,
2023-06-23,Ajuste,Carnes,Aves,Linguiça de Frango,kg,49,13.99,19.99,
2023-06-16,Ajuste,Celulares,Tablets,Tablet,unidades,27,899.99,1124.99,
2023-06-04,Ajuste,Carnes,Bovina,Músculo,kg,9,24.99,34.99,
2023-06-16,Ajuste,Moda e Vestuário,Masculino,Moletom com Capuz,unidades,33,32.99,49.99,
2023-06-11,Ajuste,Carnes,Suína,Pernil,kg,13,29.99,39.99,
2023-06-27,Avaria,Hortifruti,Frutas,Maçã,kg,22,4.99,6.49,Validade expirada
2023-06-15,Avaria,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,54,99.99,129.99,Validade expirada
2023-06-12,Avaria,Móveis,Mesas,Escrivaninha,unidades,13,99.99,129.99,Danos no transporte
2023-06-02,Avaria,Moda e Vestuário,Masculino,Bermuda Jeans,unidades,10,19.99,29.99,Validade expirada
2023-06-04,Avaria,Carnes,Bovina,Maminha,kg,54,44.99,62.99,Validade expirada
2023-06-17,Ajuste,Moda e Vestuário,Feminino,Saia Lápis,unidades,30,22.99,34.99,
2023-06-26,Ajuste,Moda e Vestuário,Masculino,Tênis Esportivo,unidades,88,44.99,69.99,
2023-06-04,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,37,3.5,4.73,
2023-06-21,Ajuste,Móveis,Puffs,Puff,unidades,28,29.99,39.99,
2023-06-07,Avaria,Carnes,Bovina,Alcatra,kg,63,46.99,64.99,Furto
2023-06-09,Avaria,Iluminação,Spots,Spot de Teto,unidades,46,19.99,29.99,Validade expirada
2023-06-02,Avaria,Carnes,Ovinos,Carré de Cordeiro,kg,70,69.99,84.99,Danos no transporte
2023-06-27,Ajuste,Carnes,Bovina,Bife de Alcatra,kg,95,47.99,64.99,
2023-06-25,Avaria,Moda e Vestuário,Feminino,Vestido Rodado,unidades,81,36.99,54.99,Danos no transporte
2023-06-03,Ajuste,Hortifruti,Frutas,Pêssego,kg,47,4.0,5.2,
2023-06-18,Avaria,Carnes,Bovina,Filé Mignon,kg,33,59.99,79.99,Validade expirada
2023-06-24,Avaria,Carnes,Aves,Pato Inteiro,kg,72,74.99,89.99,Danos no transporte
2023-06-19,Ajuste,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,43,16.99,24.99,
2023-06-09,Avaria,Carnes,Ovinos,Linguiça de Cordeiro,kg,49,19.99,29.99,Validade expirada
2023-06-18,Ajuste,Moda e Vestuário,Masculino,Calça Chino,unidades,59,32.99,49.99,
2023-06-03,Ajuste,Snacks,Frutos Secos,Amendoim,kg,2,4.5,6.52,
2023-06-19,Avaria,Carnes,Bovina,Coxão Mole,kg,23,42.99,59.99,Furto
2023-06-07,Avaria,Hortifruti,Frutas,Cereja Chilena,kg,44,44.99,49.99,Validade expirada
2023-06-23,Avaria,Móveis,Guarda-roupas,Guarda-roupa,unidades,96,299.99,399.99,Furto
2023-06-01,Avaria,Carnes,Aves,Asa de Frango,kg,29,13.99,19.99,Danos no transporte
2023-06-18,Ajuste,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,13,29.99,44.99,
2023-06-13,Ajuste,Hortifruti,Frutas,Nectarina,kg,21,7.99,9.99,
2023-06-17,Avaria,Hortifruti,Frutas,Tamarindo,kg,87,11.99,13.99,Danos no transporte
2023-06-18,Ajuste,Hortifruti,Frutas,Maracujá,kg,47,2.99,3.99,
2023-06-28,Ajuste,Moda e Vestuário,Feminino,Vestido de Renda,unidades,56,42.99,64.99,
2023-06-10,Ajuste,Moda e Vestuário,Feminino,Sandália Rasteira,unidades,99,26.99,39.99,
2023-06-18,Ajuste,Hortifruti,Frutas,Tangerina,kg,89,2.49,3.49,
2023-06-19,Avaria,Carnes,Aves,Peito de Pato,kg,39,49.99,64.99,Furto
2023-06-09,Ajuste,Moda e Vestuário,Masculino,Gravata Slim,unidades,96,19.99,29.99,
2023-06-18,Avaria,Eletrodomésticos,Aspiradores,Aspirador de Pó,unidades,4,149.99,199.99,Danos no transporte
2023-06-04,Avaria,Moda e Vestuário,Feminino,Vestido de Renda,unidades,37,42.99,64.99,Furto
2023-06-12,Ajuste,Hortifruti,Frutas,Cereja,kg,56,24.99,29.99,
2023-06-07,Avaria,Limpeza,Detergentes,Detergente,litros,33,3.2,4.8,Furto
2023-06-19,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,2,16.0,21.6,
2023-06-26,Ajuste,Carnes,Suína,Linguiça Toscana,kg,75,24.99,34.99,
2023-06-07,Ajuste,Higiene,Desodorantes,Desodorante,unidades,6,8.8,12.32,
2023-06-20,Avaria,Carnes,Aves,Filé de Pato,kg,47,59.99,74.99,Danos no transporte
2023-06-24,Ajuste,Carnes,Aves,Pato Inteiro,kg,30,74.99,89.99,
2023-06-24,Ajuste,Carnes,Suína,Rabo de Porco,kg,76,17.99,24.99,
2023-06-24,Ajuste,Laticínios,Leites,Leite,litros,7,2.5,3.38,
2023-06-28,Ajuste,Hortifruti,Legumes,Cebola,kg,81,2.29,2.98,
2023-06-20,Avaria,Tecnologia,Redes,Roteador Wi-Fi,unidades,69,59.99,79.99,Furto
2023-06-16,Ajuste,Decoração,Cortinas,Cortina,metros,18,39.99,59.99,
2023-06-10,Avaria,Hortifruti,Frutas,Banana Nanica,kg,79,1.99,2.99,Furto
2023-06-07,Avaria,Carnes,Ovinos,Carré de Cordeiro,kg,73,69.99,84.99,Danos no transporte
2023-06-05,Avaria,Hortifruti,Frutas,Nectarina,kg,13,7.99,9.99,Danos no transporte
2023-06-18,Avaria,Hortifruti,Frutas,Uva Verde,kg,23,7.49,9.99,Validade expirada
2023-06-02,Ajuste,Carnes,Aves,Filé de Pato,kg,49,59.99,74.99,
2023-06-08,Ajuste,Hortifruti,Frutas,Banana,kg,33,2.99,3.89,
2023-06-26,Avaria,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,unidades,78,79.99,99.99,Furto
2023-06-27,Ajuste,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,unidades,43,2199.99,2639.99,
2023-06-20,Avaria,Eletrodomésticos,Ventiladores,Ventilador de Mesa,unidades,83,49.99,69.99,Validade expirada
2023-06-24,Ajuste,Hortifruti,Frutas,Carambola,kg,68,5.99,7.49,
2023-06-11,Ajuste,Carnes,Ovinos,Paleta de Cordeiro,kg,57,74.99,89.99,
2023-06-06,Ajuste,Moda e Vestuário,Masculino,Calça Chino,unidades,32,32.99,49.99,
2023-06-27,Avaria,Móveis,Sofás,Sofá de Couro,unidades,63,499.99,599.99,Validade expirada
2023-06-26,Avaria,Decoração,Quadros,Quadro Decorativo,unidades,56,29.99,39.99,Validade expirada
2023-06-21,Ajuste,Hortifruti,Legumes,Batata,kg,60,2.99,3.89,
2023-06-09,Avaria,Hortifruti,Frutas,Manga Tommy,kg,53,4.99,6.49,Validade expirada
2023-06-21,Ajuste,Carnes,Aves,Coxa de Peru,kg,95,29.99,39.99,
2023-06-02,Avaria,Decoração,Espelhos,Espelho de Parede,unidades,42,39.99,49.99,Furto
2023-06-02,Avaria,Carnes,Suínos,Lombo Suíno,kg,26,22.7,32.91,Validade expirada
2023-06-15,Avaria,Eletrodomésticos,Ferro de Passar,Ferro de Passar,unidades,88,39.99,49.99,Danos no transporte
2023-06-07,Avaria,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,85,29.99,44.99,Danos no transporte
2023-06-15,Ajuste,Hortifruti,Frutas,Mamão Formosa,kg,73,3.99,5.49,
2023-06-26,Ajuste,Hortifruti,Frutas,Cereja,kg,25,24.99,29.99,
2023-06-25,Avaria,Esportes,Bicicletas,Bicicleta,unidades,7,399.99,499.99,Danos no transporte
2023-06-19,Avaria,Carnes,Suína,Bisteca Suína,kg,58,21.99,29.99,Validade expirada
2023-06-27,Avaria,Hortifruti,Frutas,Maçã,kg,3,4.99,6.49,Danos no transporte
2023-06-12,Avaria,Móveis,Guarda-roupas,Guarda-roupa,unidades,17,299.99,399.99,Danos no transporte
2023-06-13,Ajuste,Moda e Vestuário,Masculino,Moletom com Capuz,unidades,9,32.99,49.99,
2023-06-29,Avaria,Hortifruti,Frutas,Damasco,kg,66,10.99,12.99,Validade expirada
2023-06-24,Ajuste,Carnes,Bovinos,Acém,kg,74,29.9,43.35,
2023-06-28,Avaria,Moda e Vestuário,Feminino,Vestido Floral,unidades,36,39.99,59.99,Furto
2023-06-08,Avaria,Lazer,Brinquedos,Cama Elástica,unidades,29,149.99,199.99,Validade expirada
2023-06-24,Ajuste,Moda e Vestuário,Masculino,Calça Chino,unidades,18,32.99,49.99,
2023-06-11,Ajuste,Carnes,Suína,Rabo de Porco,kg,33,17.99,24.99,
2023-06-24,Avaria,Carnes,Ovinos,Cordeiro Desossado,kg,78,79.99,94.99,Furto
2023-06-02,Ajuste,Moda e Vestuário,Masculino,Calça Chino,unidades,70,32.99,49.99,
2023-06-23,Ajuste,Moda e Vestuário,Masculino,Cinto de Couro,unidades,61,12.99,19.99,
2023-06-19,Avaria,Hortifruti,Frutas,Pera,kg,49,3.29,4.49,Validade expirada
2023-06-04,Avaria,Hortifruti,Frutas,Abacaxi,unidades,70,4.5,5.85,Validade expirada
2023-06-11,Avaria,Celulares,Smartphones,Smartphone,unidades,48,1799.99,2249.99,Danos no transporte
2023-06-17,Avaria,Sobremesas,Chocolates,Chocolate,kg,77,7.5,10.5,Furto
2023-06-17,Avaria,Carnes,Bovina,Rabo,kg,25,29.99,39.99,Danos no transporte
2023-06-28,Avaria,Moda e Vestuário,Feminino,Vestido de Festa,unidades,53,69.99,99.99,Furto
2023-06-07,Ajuste,Carnes,Bovina,Fígado de Boi,kg,43,14.99,19.99,
2023-06-12,Ajuste,Moda e Vestuário,Feminino,Vestido Floral,unidades,63,39.99,59.99,
2023-06-06,Avaria,Hortifruti,Frutas,Lichia,kg,74,9.99,12.49,Validade expirada
2023-06-02,Avaria,Sobremesas,Sorvetes,Sorvete,litros,82,12.0,16.8,Validade expirada
2023-06-25,Ajuste,Hortifruti,Frutas,Mamão,kg,45,5.5,7.15,
2023-06-04,Ajuste,Carnes,Bovinos,Acém,kg,82,29.9,43.35,
2023-06-20,Ajuste,Carnes,Aves,Coração de Frango,kg,99,11.99,16.99,
2023-06-06,Ajuste,Carnes,Ovinos,Pernil de Cordeiro,kg,67,59.99,74.99,
2023-06-02,Ajuste,Limpeza,Sabão em Pó,Amaciante de Roupas,litros,84,9.7,14.55,
2023-06-22,Ajuste,Eletrodomésticos,Aspiradores,Aspirador de Pó,unidades,24,149.99,199.99,
2023-06-09,Avaria,Carnes,Bovinos,Acém,kg,88,29.9,43.35,Furto
2023-06-20,Ajuste,Decoração,Relógios,Relógio de Parede,unidades,49,19.99,29.99,
2023-06-15,Ajuste,Esportes,Raquetes,Raquete de Tênis,unidades,19,39.99,49.99,
2023-06-23,Ajuste,Lazer,Cadeiras de Praia,Cadeira de Praia,unidades,94,19.99,29.99,
2023-06-08,Ajuste,Carnes,Aves,Peito de Peru,kg,73,39.99,49.99,
2023-06-29,Avaria,Carnes,Aves,Pato Inteiro,kg,70,74.99,89.99,Furto
2023-06-10,Ajuste,Eletrodomésticos,Micro-ondas,Micro-ondas,unidades,78,149.99,199.99,
2023-06-22,Ajuste,Moda e Vestuário,Feminino,Calça Legging,unidades,15,22.99,34.99,
2023-06-24,Ajuste,Moda e Vestuário,Masculino,Calça Jogger,unidades,30,26.99,39.99,
2023-06-11,Avaria,Decoração,Tapetes,Tapete,metros quadrados,47,59.99,79.99,Furto
2023-06-15,Ajuste,Hortifruti,Frutas,Physalis,kg,35,34.99,39.99,
2023-06-08,Avaria,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,37,99.99,129.99,Validade expirada
2023-06-24,Avaria,Hortifruti,Frutas,Limão Siciliano,kg,21,4.49,5.49,Validade expirada
2023-06-09,Avaria,Carnes,Suína,Lombo Suíno,kg,51,31.99,44.99,Validade expirada
2023-06-03,Ajuste,Carnes,Aves,Peito de Frango,kg,19,15.5,22.47,
2023-06-28,Ajuste,Eletroeletrônicos,Computadores,Notebook,unidades,48,3499.99,4199.99,
2023-06-11,Avaria,Moda e Vestuário,Feminino,Saia Lápis,unidades,34,22.99,34.99,Danos no transporte
2023-06-04,Avaria,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,63,99.99,129.99,Validade expirada
2023-06-28,Ajuste,Laticínios,Iogurtes,Iogurte,litros,44,3.8,5.13,
2023-06-17,Ajuste,Carnes,Aves,Codorna Inteira,kg,4,39.99,54.99,
2023-06-24,Ajuste,Moda e Vestuário,Feminino,Vestido Longo,unidades,21,54.99,79.99,
2023-06-28,Avaria,Carnes,Aves,Linguiça de Frango,kg,32,13.99,19.99,Validade expirada
