Data,Tipo,Categoria,Subcategoria,Produto,Unidade,Quantidade,Preço de Custo,Preço de Venda,Tipo Avaria
2023-10-16,Avaria,Carnes,Bovina,Filé Mignon,kg,30,59.99,79.99,Validade expirada
2023-10-29,Avaria,Eletrodomésticos,Aspiradores,Aspirador de Pó,unidades,37,149.99,199.99,Danos no transporte
2023-10-16,Ajuste,Carnes,Aves,Sobrecoxa de Frango,kg,71,12.8,18.56,
2023-10-04,Ajuste,Hortifruti,Legumes,Cenoura,kg,36,1.79,2.33,
2023-10-15,Avaria,Tecnologia,Acessórios,Cabo HDMI,metros,27,7.99,9.99,Validade expirada
2023-10-05,Avaria,Moda e Vestuário,Feminino,Shorts Jeans,unidades,3,16.99,24.99,Danos no transporte
2023-10-25,Avaria,Limpeza,Detergentes,Lava-louças,litros,27,4.8,7.2,Furto
2023-10-12,Ajuste,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,15,69.99,89.99,
2023-10-06,Avaria,Padaria,Biscoitos,Rosquinhas,kg,19,3.9,5.27,Danos no transporte
2023-10-25,Avaria,Limpeza,Desinfetantes,Água Sanitária,litros,52,3.5,5.25,Danos no transporte
2023-10-25,Avaria,Decoração,Cortinas,Cortina,metros,29,39.99,59.99,Validade expirada
2023-10-18,Avaria,Hortifruti,Frutas,Pitanga,kg,54,16.99,19.99,Validade expirada
2023-10-30,Ajuste,Limpeza,Detergentes,Lava-louças,litros,35,4.8,7.2,
2023-10-25,Ajuste,Carnes,Ovinos,Carré de Cordeiro,kg,43,69.99,84.99,
2023-10-21,Ajuste,Tecnologia,Redes,Roteador Wi-Fi,unidades,4,59.99,79.99,
2023-10-04,Ajuste,Moda e Vestuário,Masculino,Calça Cargo,unidades,20,29.99,44.99,
2023-10-06,Ajuste,Higiene,Sabonetes,Sabonete,unidades,12,2.3,3.22,
2023-10-03,Ajuste,Hortifruti,Frutas,Tangerina,kg,50,2.49,3.49,
2023-10-01,Ajuste,Moda e Vestuário,Feminino,Regata Básica,unidades,58,9.99,14.99,
2023-10-14,Ajuste,Carnes,Aves,Linguiça de Frango,kg,33,13.99,19.99,
2023-10-19,Avaria,Moda e Vestuário,Feminino,Vestido Longo,unidades,11,54.99,79.99,Validade expirada
2023-10-09,Avaria,Iluminação,Spots,Spot de Teto,unidades,66,19.99,29.99,Danos no transporte
2023-10-20,Ajuste,Sobremesas,Sorvetes,Sorvete,litros,80,12.0,16.8,
2023-10-05,Avaria,Moda e Vestuário,Feminino,Saia Midi,unidades,16,24.99,39.99,Danos no transporte
2023-10-02,Avaria,Carnes,Bovina,Coxão Duro,kg,22,34.99,49.99,Furto
2023-10-13,Ajuste,Carnes,Aves,Salsicha de Frango,kg,54,9.99,14.99,
2023-10-19,Avaria,Carnes,Aves,Fígado de Frango,kg,16,7.99,12.99,Furto
2023-10-02,Ajuste,Moda e Vestuário,Masculino,Camisa Polo,unidades,73,22.99,34.99,
2023-10-10,Avaria,Esportes,Bicicletas,Bicicleta,unidades,15,399.99,499.99,Furto
2023-10-19,Ajuste,Carnes,Suína,Rabo de Porco,kg,92,17.99,24.99,
2023-10-16,Avaria,Moda e Vestuário,Masculino,Calça Chino,unidades,2,32.99,49.99,Validade expirada
2023-10-18,Ajuste,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,75,22.99,34.99,
2023-10-27,Ajuste,Carnes,Bovina,Coxão Duro,kg,40,34.99,49.99,
2023-10-04,Avaria,Padaria,Bolos,Torta de Morango,kg,77,22.0,29.7,Furto
2023-10-01,Ajuste,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,38,119.99,149.99,
2023-10-14,Ajuste,Carnes,Ovinos,Pernil de Cordeiro,kg,15,59.99,74.99,
2023-10-24,Ajuste,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,22,16.99,24.99,
2023-10-21,Ajuste,Hortifruti,Frutas,Cereja,kg,42,24.99,29.99,
2023-10-19,Avaria,Carnes,Bovina,Bife de Alcatra,kg,8,47.99,64.99,Furto
2023-10-05,Avaria,Hortifruti,Frutas,Romã,kg,44,7.99,9.99,Danos no transporte
2023-10-09,Avaria,Hortifruti,Verduras,Alface,unidades,6,1.99,2.59,Validade expirada
2023-10-28,Ajuste,Padaria,Biscoitos,Rosquinhas,kg,71,3.9,5.27,
2023-10-16,Avaria,Carnes,Suína,Lombo,kg,98,31.99,44.99,Validade expirada
2023-10-20,Avaria,Carnes,Bovina,Mocotó,kg,97,21.99,29.99,Danos no transporte
2023-10-23,Avaria,Carnes,Bovina,Picanha Argentina,kg,4,59.99,79.99,Validade expirada
2023-10-11,Ajuste,Moda e Vestuário,Feminino,Calça Legging,unidades,26,22.99,34.99,
2023-10-19,Ajuste,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,30,22.99,34.99,
2023-10-24,Avaria,Carnes,Suína,Lombo,kg,73,31.99,44.99,Furto
2023-10-06,Avaria,Moda e Vestuário,Feminino,Sandália Rasteira,unidades,99,26.99,39.99,Validade expirada
2023-10-18,Ajuste,Padaria,Pães,Pão Integral,unidades,21,4.5,6.08,
2023-10-28,Ajuste,Padaria,Bolos,Bolo de Chocolate,kg,29,18.0,24.3,
2023-10-03,Ajuste,Moda e Vestuário,Masculino,Sapato Social,unidades,92,49.99,79.99,
2023-10-22,Avaria,Hortifruti,Frutas,Caqui,kg,47,8.99,10.99,Furto
2023-10-20,Avaria,Carnes,Aves,Linguiça de Frango,kg,6,13.99,19.99,Validade expirada
2023-10-06,Ajuste,Decoração,Cortinas,Cortina,metros,32,39.99,59.99,
2023-10-29,Avaria,Hortifruti,Frutas,Cereja Argentina,kg,83,29.99,34.99,Danos no transporte
2023-10-05,Avaria,Esportes,Bicicletas,Bicicleta,unidades,38,399.99,499.99,Validade expirada
2023-10-19,Avaria,Tecnologia,Fones de Ouvido,Fone de Ouvido Bluetooth,unidades,66,39.99,49.99,Furto
2023-10-16,Avaria,Carnes,Suína,Linguiça Toscana,kg,48,24.99,34.99,Danos no transporte
2023-10-18,Ajuste,Hortifruti,Frutas,Coco,unidades,55,6.49,7.99,
2023-10-26,Ajuste,Decoração,Pratos Decorativos,Prato Decorativo,unidades,70,14.99,19.99,
2023-10-01,Ajuste,Moda e Vestuário,Masculino,Gravata Slim,unidades,35,19.99,29.99,
2023-10-19,Ajuste,Móveis,Sofás,Sofá de Couro,unidades,48,499.99,599.99,
2023-10-22,Ajuste,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,100,119.99,149.99,
2023-10-27,Ajuste,Moda e Vestuário,Feminino,Regata Básica,unidades,79,9.99,14.99,
2023-10-03,Ajuste,Lazer,Brinquedos,Quebra-cabeça,unidades,32,14.99,19.99,
2023-10-07,Avaria,Hortifruti,Frutas,Pera,kg,98,3.29,4.49,Danos no transporte
2023-10-26,Avaria,Moda e Vestuário,Feminino,Vestido Chemise,unidades,59,29.99,44.99,Validade expirada
2023-10-25,Ajuste,Hortifruti,Frutas,Melão,unidades,46,6.49,7.99,
2023-10-07,Ajuste,Iluminação,Lâmpadas,Lâmpada LED,unidades,85,7.99,9.99,
2023-10-06,Avaria,Hortifruti,Frutas,Amora,kg,99,14.99,17.99,Validade expirada
2023-10-16,Ajuste,Móveis,Mesas,Escrivaninha,unidades,76,99.99,129.99,
2023-10-28,Ajuste,Carnes,Suína,Bisteca Suína,kg,29,21.99,29.99,
2023-10-24,Avaria,Celulares,Smartphones,Smartphone,unidades,68,1799.99,2249.99,Furto
2023-10-24,Ajuste,Decoração,Cortinas,Cortina,metros,5,39.99,59.99,
2023-10-25,Ajuste,Hortifruti,Frutas,Romã,kg,69,7.99,9.99,
2023-10-07,Ajuste,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,19,22.99,34.99,
2023-10-25,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,82,17.99,24.99,
2023-10-15,Avaria,Decoração,Espelhos,Espelho de Parede,unidades,56,39.99,49.99,Furto
2023-10-10,Ajuste,Hortifruti,Frutas,Kiwi,kg,71,5.0,6.5,
2023-10-23,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,73,12.8,18.56,Furto
2023-10-15,Avaria,Carnes,Aves,Peito de Codorna,kg,63,29.99,39.99,Validade expirada
2023-10-02,Ajuste,Eletrodomésticos,Aspiradores,Aspirador de Pó,unidades,64,149.99,199.99,
2023-10-05,Ajuste,Moda e Vestuário,Masculino,Sapato Social,unidades,39,49.99,79.99,
2023-10-06,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,93,22.99,34.99,Furto
2023-10-25,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,70,17.99,24.99,
2023-10-27,Ajuste,Carnes,Ovinos,Contrafilé de Cordeiro,kg,85,54.99,69.99,
2023-10-27,Avaria,Eletroeletrônicos,Computadores,Notebook,unidades,59,3499.99,4199.99,Furto
2023-10-13,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,50,17.99,24.99,
2023-10-07,Avaria,Carnes,Bovina,Costela,kg,79,39.99,54.99,Furto
2023-10-18,Avaria,Carnes,Bovina,Rabo,kg,58,29.99,39.99,Furto
2023-10-20,Avaria,Hortifruti,Frutas,Nectarina,kg,10,7.99,9.99,Danos no transporte
2023-10-27,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,18,3.5,4.73,
2023-10-23,Avaria,Higiene,Sabonetes,Sabonete,unidades,28,2.3,3.22,Validade expirada
2023-10-28,Avaria,Iluminação,Spots,Spot de Teto,unidades,86,19.99,29.99,Danos no transporte
2023-10-18,Avaria,Esportes,Tacos,Taco de Baseball,unidades,40,19.99,29.99,Validade expirada
2023-10-22,Avaria,Iluminação,Abajures,Abajur,unidades,13,39.99,49.99,Validade expirada
2023-10-24,Ajuste,Carnes,Aves,Coração de Frango,kg,18,11.99,16.99,
2023-10-09,Avaria,Carnes,Bovina,Coxão Mole,kg,27,42.99,59.99,Furto
2023-10-24,Avaria,Decoração,Pratos Decorativos,Prato Decorativo,unidades,33,14.99,19.99,Validade expirada
2023-10-12,Avaria,Moda e Vestuário,Feminino,Vestido Bandagem,unidades,15,36.99,54.99,Furto
2023-10-13,Avaria,Limpeza,Desinfetantes,Água Sanitária,litros,77,3.5,5.25,Furto
2023-10-01,Avaria,Hortifruti,Frutas,Limão Siciliano,kg,12,4.49,5.49,Validade expirada
2023-10-18,Ajuste,Hortifruti,Frutas,Kiwi,kg,36,5.0,6.5,
2023-10-12,Avaria,Moda e Vestuário,Masculino,Calça Social,unidades,51,39.99,59.99,Validade expirada
2023-10-21,Ajuste,Carnes,Suína,Rabo de Porco,kg,44,17.99,24.99,
2023-10-01,Avaria,Moda e Vestuário,Masculino,Camiseta Básica,unidades,22,12.99,19.99,Danos no transporte
2023-10-11,Ajuste,Esportes,Tacos,Taco de Baseball,unidades,23,19.99,29.99,
2023-10-16,Ajuste,Moda e Vestuário,Masculino,Calça Social,unidades,22,39.99,59.99,
2023-10-05,Avaria,Carnes,Aves,Linguiça Toscana de Frango,kg,85,17.99,24.99,Validade expirada
2023-10-19,Ajuste,Hortifruti,Frutas,Kiwi,kg,97,5.0,6.5,
2023-10-23,Avaria,Hortifruti,Frutas,Melancia,unidades,5,6.0,7.8,Validade expirada
2023-10-16,Ajuste,Esportes,Luvas,Luvas de Boxe,unidades,31,29.99,39.99,
2023-10-08,Avaria,Moda e Vestuário,Feminino,Shorts Jeans,unidades,23,16.99,24.99,Validade expirada
2023-10-03,Ajuste,Carnes,Aves,Fígado de Frango,kg,78,7.99,12.99,
2023-10-12,Ajuste,Hortifruti,Frutas,Graviola,kg,78,9.49,11.99,
2023-10-03,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,71,22.99,34.99,Danos no transporte
2023-10-18,Avaria,Limpeza,Utensílios de Limpeza,Vassoura,unidades,36,12.0,18.0,Furto
2023-10-06,Ajuste,Laticínios,Queijos,Queijo,kg,64,9.99,13.49,
2023-10-01,Avaria,Moda e Vestuário,Masculino,Camisa Xadrez,unidades,75,19.99,29.99,Validade expirada
2023-10-29,Avaria,Snacks,Salgadinhos,Pipoca,kg,77,2.0,2.9,Danos no transporte
2023-10-01,Avaria,Eletroeletrônicos,Computadores,Notebook,unidades,3,3499.99,4199.99,Danos no transporte
2023-10-21,Ajuste,Hortifruti,Frutas,Banana Nanica,kg,52,1.99,2.99,
2023-10-17,Avaria,Hortifruti,Legumes,Cebola,kg,46,2.29,2.98,Validade expirada
2023-10-03,Ajuste,Decoração,Tapetes,Tapete,metros quadrados,77,59.99,79.99,
2023-10-24,Ajuste,Hortifruti,Frutas,Uva,kg,41,8.0,10.4,
2023-10-08,Avaria,Padaria,Bolos,Bolo de Cenoura,kg,70,16.0,21.6,Validade expirada
2023-10-24,Avaria,Carnes,Suína,Costelinha de Porco,kg,17,34.99,49.99,Furto
2023-10-22,Ajuste,Moda e Vestuário,Masculino,Blazer Slim,unidades,42,59.99,89.99,
2023-10-08,Ajuste,Móveis,Sofás,Sofá de Couro,unidades,17,499.99,599.99,
2023-10-15,Ajuste,Hortifruti,Frutas,Kiwi,kg,74,5.0,6.5,
2023-10-21,Ajuste,Esportes,Bolas,Bola de Futebol,unidades,100,14.99,19.99,
2023-10-05,Avaria,Hortifruti,Frutas,Manga Tommy,kg,42,4.99,6.49,Furto
2023-10-07,Ajuste,Moda e Vestuário,Feminino,Vestido de Renda,unidades,18,42.99,64.99,
2023-10-09,Avaria,Lazer,Piscinas,Piscina Inflável,unidades,23,79.99,99.99,Furto
2023-10-10,Ajuste,Hortifruti,Frutas,Cereja Chilena,kg,26,44.99,49.99,
2023-10-24,Ajuste,Moda e Vestuário,Feminino,Vestido de Festa,unidades,57,69.99,99.99,
2023-10-19,Avaria,Carnes,Suína,Pernil,kg,20,29.99,39.99,Validade expirada
2023-10-30,Avaria,Tecnologia,Acessórios,Carregador Portátil,unidades,87,19.99,29.99,Validade expirada
2023-10-08,Avaria,Hortifruti,Frutas,Nectarina,kg,81,7.99,9.99,Danos no transporte
2023-10-03,Ajuste,Hortifruti,Frutas,Coco,unidades,80,6.49,7.99,
2023-10-14,Ajuste,Moda e Vestuário,Feminino,Blusa Ciganinha,unidades,60,22.99,34.99,
2023-10-02,Avaria,Hortifruti,Legumes,Pimentão,kg,59,3.99,5.19,Danos no transporte
2023-10-11,Avaria,Moda e Vestuário,Masculino,Camiseta Estampada,unidades,45,16.99,24.99,Validade expirada
2023-10-12,Avaria,Carnes,Suínos,Lombo Suíno,kg,85,22.7,32.91,Furto
2023-10-30,Avaria,Hortifruti,Frutas,Uva Verde,kg,29,7.49,9.99,Danos no transporte
2023-10-01,Avaria,Moda e Vestuário,Feminino,Vestido Tubinho,unidades,82,34.99,49.99,Furto
2023-10-03,Ajuste,Moda e Vestuário,Masculino,Camiseta Estampada,unidades,34,16.99,24.99,
2023-10-02,Avaria,Tecnologia,Câmeras,Câmera Fotográfica,unidades,57,249.99,299.99,Furto
2023-10-20,Ajuste,Móveis,Prateleiras,Prateleira de Parede,unidades,38,19.99,29.99,
2023-10-28,Avaria,Padaria,Bolos,Bolo de Cenoura,kg,10,16.0,21.6,Validade expirada
2023-10-05,Avaria,Hortifruti,Frutas,Tangerina,kg,76,2.49,3.49,Validade expirada
2023-10-16,Ajuste,Hortifruti,Frutas,Caqui,kg,6,8.99,10.99,
2023-10-17,Ajuste,Bebidas,Não Alcoólicas,Refrigerante,litros,81,4.5,5.85,
2023-10-19,Ajuste,Hortifruti,Frutas,Abacate,kg,2,7.0,9.1,
2023-10-18,Ajuste,Hortifruti,Frutas,Maçã,kg,93,4.99,6.49,
2023-10-28,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,25,3.5,4.73,
2023-10-19,Ajuste,Hortifruti,Frutas,Limão Siciliano,kg,14,4.49,5.49,
2023-10-24,Avaria,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,62,119.99,149.99,Danos no transporte
2023-10-11,Avaria,Esportes,Luvas,Luvas de Boxe,unidades,72,29.99,39.99,Validade expirada
2023-10-29,Ajuste,Hortifruti,Frutas,Mirtilo,kg,81,19.99,22.99,
2023-10-06,Avaria,Móveis,Cadeiras,Cadeira de Escritório,unidades,100,119.99,149.99,Danos no transporte
2023-10-15,Avaria,Hortifruti,Frutas,Figo,kg,61,11.99,14.99,Validade expirada
2023-10-29,Ajuste,Bebidas,Não Alcoólicas,Refrigerante,litros,55,4.5,5.85,
2023-10-03,Avaria,Eletrodomésticos,Liquidificadores,Liquidificador,unidades,63,59.99,79.99,Furto
2023-10-17,Ajuste,Carnes,Aves,Coração de Frango,kg,54,11.99,16.99,
2023-10-30,Ajuste,Tecnologia,Periféricos,Teclado sem Fio,unidades,12,14.99,19.99,
2023-10-03,Ajuste,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,63,16.99,24.99,
2023-10-06,Avaria,Hortifruti,Frutas,Ameixa,kg,47,6.99,8.99,Furto
2023-10-20,Avaria,Celulares,Tablets,Tablet,unidades,2,899.99,1124.99,Furto
2023-10-06,Ajuste,Moda e Vestuário,Masculino,Calça Cargo,unidades,57,29.99,44.99,
2023-10-30,Avaria,Carnes,Bovina,Língua de Boi,kg,85,24.99,34.99,Danos no transporte
2023-10-13,Ajuste,Tecnologia,Acessórios,Cabo HDMI,metros,58,7.99,9.99,
2023-10-20,Avaria,Tecnologia,Acessórios,Carregador Portátil,unidades,90,19.99,29.99,Furto
2023-10-14,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,61,16.0,21.6,
2023-10-16,Ajuste,Hortifruti,Frutas,Maçã,kg,8,4.99,6.49,
2023-10-29,Avaria,Carnes,Aves,Asa de Frango,kg,99,13.99,19.99,Danos no transporte
2023-10-07,Ajuste,Carnes,Suína,Lombo Suíno,kg,91,31.99,44.99,
2023-10-28,Avaria,Moda e Vestuário,Feminino,Saia Midi,unidades,72,24.99,39.99,Validade expirada
2023-10-19,Ajuste,Carnes,Bovina,Rabo de Boi,kg,25,17.99,24.99,
2023-10-11,Avaria,Carnes,Bovina,Fígado de Boi,kg,100,14.99,19.99,Danos no transporte
2023-10-04,Ajuste,Moda e Vestuário,Feminino,Vestido Blusê,unidades,87,32.99,49.99,
2023-10-16,Ajuste,Carnes,Suína,Linguiça Toscana,kg,23,24.99,34.99,
2023-10-03,Avaria,Esportes,Bolas,Bola de Futebol,unidades,27,14.99,19.99,Validade expirada
2023-10-04,Ajuste,Tecnologia,Câmeras,Câmera Fotográfica,unidades,78,249.99,299.99,
2023-10-27,Ajuste,Móveis,Mesas,Mesa de Jantar,unidades,34,249.99,299.99,
2023-10-10,Avaria,Tecnologia,Redes,Roteador Wi-Fi,unidades,81,59.99,79.99,Furto
2023-10-30,Avaria,Carnes,Ovinos,Paleta de Cordeiro,kg,76,74.99,89.99,Furto
2023-10-04,Ajuste,Hortifruti,Frutas,Limão Siciliano,kg,49,4.49,5.49,
2023-10-02,Avaria,Hortifruti,Frutas,Jaca,kg,96,6.99,8.49,Danos no transporte
2023-10-17,Avaria,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,36,29.99,44.99,Danos no transporte
2023-10-12,Ajuste,Moda e Vestuário,Feminino,Vestido Midi,unidades,22,42.99,64.99,
2023-10-21,Ajuste,Hortifruti,Frutas,Cereja Americana,kg,90,49.99,54.99,
2023-10-30,Ajuste,Moda e Vestuário,Masculino,Calça Cargo,unidades,67,29.99,44.99,
2023-10-04,Avaria,Eletrodomésticos,Micro-ondas,Micro-ondas,unidades,79,149.99,199.99,Danos no transporte
2023-10-28,Ajuste,Hortifruti,Legumes,Tomate,kg,66,3.49,4.54,
2023-10-20,Ajuste,Hortifruti,Frutas,Jabuticaba,kg,20,12.99,15.99,
2023-10-15,Avaria,Padaria,Pães,Pão Integral,unidades,12,4.5,6.08,Furto
2023-10-30,Avaria,Moda e Vestuário,Feminino,Vestido Rodado,unidades,21,36.99,54.99,Furto
2023-10-02,Avaria,Esportes,Bolas,Bola de Futebol,unidades,86,14.99,19.99,Danos no transporte
2023-10-06,Avaria,Hortifruti,Frutas,Caqui,kg,78,8.99,10.99,Danos no transporte
2023-10-22,Ajuste,Hortifruti,Frutas,Melancia,unidades,97,6.0,7.8,
2023-10-24,Ajuste,Hortifruti,Verduras,Alface,unidades,29,1.99,2.59,
2023-10-10,Ajuste,Hortifruti,Frutas,Mamão Papaia,kg,44,3.79,4.99,
2023-10-13,Ajuste,Hortifruti,Frutas,Cereja,kg,12,24.99,29.99,
2023-10-16,Ajuste,Moda e Vestuário,Feminino,Vestido Rodado,unidades,96,36.99,54.99,
2023-10-16,Ajuste,Decoração,Vasos,Vaso de Plantas,unidades,44,14.99,19.99,
2023-10-26,Avaria,Esportes,Luvas,Luvas de Boxe,unidades,6,29.99,39.99,Validade expirada
2023-10-10,Ajuste,Tecnologia,Acessórios,Carregador Portátil,unidades,16,19.99,29.99,
2023-10-16,Ajuste,Carnes,Aves,Fígado de Frango,kg,99,7.99,12.99,
2023-10-11,Ajuste,Moda e Vestuário,Masculino,Calça Social,unidades,51,39.99,59.99,
2023-10-26,Avaria,Hortifruti,Frutas,Pitanga,kg,7,16.99,19.99,Danos no transporte
2023-10-30,Avaria,Sobremesas,Sorvetes,Sorvete,litros,68,12.0,16.8,Danos no transporte
2023-10-20,Ajuste,Carnes,Bovina,Músculo,kg,46,24.99,34.99,
2023-10-09,Ajuste,Hortifruti,Frutas,Mirtilo,kg,11,19.99,22.99,
2023-10-27,Ajuste,Hortifruti,Frutas,Amora,kg,42,14.99,17.99,
2023-10-29,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,44,3.5,4.73,
2023-10-19,Ajuste,Iluminação,Abajures,Abajur,unidades,31,39.99,49.99,
2023-10-29,Avaria,Carnes,Bovina,Lagarto,kg,76,44.99,59.99,Danos no transporte
2023-10-24,Ajuste,Eletrodomésticos,Liquidificadores,Liquidificador,unidades,49,59.99,79.99,
2023-10-28,Avaria,Moda e Vestuário,Masculino,Sapato Social,unidades,65,49.99,79.99,Danos no transporte
2023-10-21,Ajuste,Moda e Vestuário,Feminino,Vestido Ciganinha,unidades,6,26.99,39.99,
2023-10-06,Avaria,Carnes,Aves,Pato Inteiro,kg,78,74.99,89.99,Danos no transporte
2023-10-06,Avaria,Carnes,Aves,Salsicha de Frango,kg,22,9.99,14.99,Furto
2023-10-29,Ajuste,Hortifruti,Frutas,Cereja do Rio Grande,kg,48,34.99,39.99,
2023-10-15,Avaria,Moda e Vestuário,Feminino,Blusa Ciganinha,unidades,24,22.99,34.99,Furto
2023-10-09,Avaria,Padaria,Salgados,Coxinha de Frango,unidades,97,3.5,4.73,Furto
2023-10-24,Avaria,Carnes,Aves,Linguiça de Frango,kg,39,13.99,19.99,Danos no transporte
2023-10-06,Avaria,Tecnologia,Câmeras,Câmera Fotográfica,unidades,100,249.99,299.99,Validade expirada
2023-10-28,Ajuste,Celulares,Tablets,Tablet,unidades,11,899.99,1124.99,
2023-10-22,Avaria,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,25,16.99,24.99,Validade expirada
2023-10-07,Ajuste,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,68,16.99,24.99,
2023-10-13,Avaria,Carnes,Ovinos,Pernil de Cordeiro,kg,77,59.99,74.99,Furto
2023-10-07,Avaria,Lazer,Piscinas,Piscina Inflável,unidades,80,79.99,99.99,Furto
2023-10-01,Avaria,Moda e Vestuário,Masculino,Calça Cargo,unidades,41,29.99,44.99,Danos no transporte
2023-10-11,Ajuste,Moda e Vestuário,Masculino,Tênis Esportivo,unidades,3,44.99,69.99,
2023-10-01,Avaria,Moda e Vestuário,Feminino,Vestido Ciganinha,unidades,15,26.99,39.99,Danos no transporte
2023-10-28,Ajuste,Hortifruti,Frutas,Graviola,kg,95,9.49,11.99,
2023-10-30,Avaria,Tecnologia,Acessórios,Carregador Portátil,unidades,45,19.99,29.99,Validade expirada
2023-10-12,Avaria,Carnes,Ovinos,Pernil de Cordeiro,kg,74,59.99,74.99,Validade expirada
2023-10-13,Avaria,Hortifruti,Frutas,Graviola,kg,79,9.49,11.99,Validade expirada
2023-10-13,Ajuste,Esportes,Tacos,Taco de Baseball,unidades,78,19.99,29.99,
2023-10-29,Ajuste,Laticínios,Leites,Leite,litros,94,2.5,3.38,
2023-10-29,Avaria,Iluminação,Abajures,Abajur,unidades,95,39.99,49.99,Furto
2023-10-06,Avaria,Moda e Vestuário,Masculino,Jaqueta de Couro,unidades,69,89.99,129.99,Validade expirada
2023-10-06,Ajuste,Carnes,Suínos,Lombo Suíno,kg,25,22.7,32.91,
2023-10-22,Avaria,Carnes,Bovina,Bife de Alcatra,kg,47,47.99,64.99,Validade expirada
2023-10-08,Ajuste,Hortifruti,Frutas,Limão,kg,15,3.5,4.55,
2023-10-01,Ajuste,Carnes,Suína,Bacon Fatiado,kg,4,24.99,34.99,
2023-10-17,Avaria,Hortifruti,Frutas,Manga Tommy,kg,54,4.99,6.49,Furto
2023-10-04,Ajuste,Hortifruti,Frutas,Pitaya,kg,46,16.99,19.99,
2023-10-30,Avaria,Eletrodomésticos,Ferro de Passar,Ferro de Passar,unidades,41,39.99,49.99,Danos no transporte
2023-10-25,Avaria,Carnes,Aves,Linguiça de Frango,kg,67,13.99,19.99,Validade expirada
2023-10-18,Ajuste,Higiene,Sabonetes,Sabonete,unidades,31,2.3,3.22,
2023-10-09,Ajuste,Moda e Vestuário,Feminino,Saia Lápis,unidades,16,22.99,34.99,
