Data,Tipo,Categoria,Subcategoria,Produto,Unidade,Quantidade,Preço de Custo,Preço de Venda,Tipo Avaria
2023-04-28,Avaria,Carnes,Aves,Coração de Frango,kg,57,11.99,16.99,Danos no transporte
2023-04-27,Avaria,Hortifruti,Frutas,Cereja Espanhola,kg,39,39.99,44.99,Furto
2023-04-13,Avaria,Moda e Vestuário,Masculino,Cinto de Couro,unidades,64,12.99,19.99,Danos no transporte
2023-04-11,Ajuste,Hortifruti,Frutas,Cereja Chilena,kg,76,44.99,49.99,
2023-04-13,Avaria,Tecnologia,Acessórios,Carregador Portátil,unidades,71,19.99,29.99,Danos no transporte
2023-04-23,Ajuste,Iluminação,Lâmpadas,Lâmpada LED,unidades,38,7.99,9.99,
2023-04-22,Ajuste,Hortifruti,Frutas,Cereja Chilena,kg,1,44.99,49.99,
2023-04-28,Ajuste,Padaria,Pães,Pão Francês,unidades,14,3.0,4.05,
2023-04-07,Ajuste,Carnes,Ovinos,Cordeiro Desossado,kg,84,79.99,94.99,
2023-04-17,Avaria,Moda e Vestuário,Feminino,Shorts Jeans,unidades,54,16.99,24.99,Validade expirada
2023-04-07,Avaria,Padaria,Pães,Pão Integral,unidades,8,4.5,6.08,Danos no transporte
2023-04-06,Avaria,Celulares,Tablets,Tablet,unidades,90,899.99,1124.99,Validade expirada
2023-04-27,Avaria,Carnes,Suína,Lombo,kg,76,31.99,44.99,Furto
2023-04-21,Avaria,Moda e Vestuário,Feminino,Vestido Longo,unidades,3,54.99,79.99,Danos no transporte
2023-04-01,Ajuste,Laticínios,Queijos,Queijo,kg,68,9.99,13.49,
2023-04-14,Ajuste,Moda e Vestuário,Masculino,Camisa Xadrez,unidades,12,19.99,29.99,
2023-04-18,Avaria,Hortifruti,Frutas,Mamão Formosa,kg,5,3.99,5.49,Validade expirada
2023-04-12,Avaria,Carnes,Aves,Coração de Frango,kg,31,11.99,16.99,Validade expirada
2023-04-27,Avaria,Padaria,Bolos,Torta de Morango,kg,60,22.0,29.7,Validade expirada
2023-04-09,Avaria,Limpeza,Desinfetantes,Água Sanitária,litros,73,3.5,5.25,Danos no transporte
2023-04-26,Ajuste,Moda e Vestuário,Feminino,Saia Lápis,unidades,26,22.99,34.99,
2023-04-09,Avaria,Carnes,Aves,Peito de Codorna,kg,67,29.99,39.99,Danos no transporte
2023-04-07,Avaria,Carnes,Bovina,Carne de Hambúrguer,kg,93,21.99,29.99,Validade expirada
2023-04-25,Avaria,Moda e Vestuário,Feminino,Vestido de Renda,unidades,28,42.99,64.99,Furto
2023-04-28,Ajuste,Decoração,Espelhos,Espelho de Parede,unidades,47,39.99,49.99,
2023-04-15,Avaria,Moda e Vestuário,Masculino,Blazer Casual,unidades,98,49.99,74.99,Danos no transporte
2023-04-29,Ajuste,Esportes,Bolas,Bola de Futebol,unidades,4,14.99,19.99,
2023-04-20,Ajuste,Moda e Vestuário,Feminino,Calça Jeans Skinny,unidades,83,29.99,49.99,
2023-04-07,Ajuste,Moda e Vestuário,Feminino,Bolsa de Couro,unidades,28,44.99,69.99,
2023-04-13,Ajuste,Moda e Vestuário,Feminino,Calça Legging,unidades,5,22.99,34.99,
2023-04-05,Avaria,Esportes,Tacos,Taco de Baseball,unidades,87,19.99,29.99,Validade expirada
2023-04-01,Ajuste,Hortifruti,Frutas,Cereja Chilena,kg,92,44.99,49.99,
2023-04-25,Ajuste,Moda e Vestuário,Masculino,Cinto de Couro,unidades,47,12.99,19.99,
2023-04-29,Avaria,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,10,119.99,149.99,Danos no transporte
2023-04-12,Avaria,Eletrodomésticos,Aspiradores,Aspirador de Pó,unidades,69,149.99,199.99,Danos no transporte
2023-04-15,Avaria,Carnes,Aves,Filé de Pato,kg,98,59.99,74.99,Validade expirada
2023-04-21,Ajuste,Decoração,Relógios,Relógio de Parede,unidades,83,19.99,29.99,
2023-04-27,Ajuste,Carnes,Bovina,Rabo de Boi,kg,7,17.99,24.99,
2023-04-24,Avaria,Hortifruti,Frutas,Nectarina,kg,20,7.99,9.99,Danos no transporte
2023-04-23,Ajuste,Lazer,Brinquedos,Quebra-cabeça,unidades,74,14.99,19.99,
2023-04-28,Ajuste,Higiene,Desodorantes,Desodorante,unidades,95,8.8,12.32,
2023-04-13,Avaria,Hortifruti,Frutas,Caju,kg,56,5.49,6.99,Danos no transporte
2023-04-05,Avaria,Laticínios,Iogurtes,Iogurte,litros,55,3.8,5.13,Furto
2023-04-09,Avaria,Carnes,Aves,Peito de Frango,kg,76,15.5,22.47,Furto
2023-04-05,Avaria,Carnes,Aves,Peito de Frango,kg,13,15.5,22.47,Validade expirada
2023-04-17,Ajuste,Eletroeletrônicos,Computadores,Notebook,unidades,40,3499.99,4199.99,
2023-04-13,Ajuste,Snacks,Frutos Secos,Amendoim,kg,25,4.5,6.52,
2023-04-02,Ajuste,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,unidades,66,99.99,129.99,
2023-04-20,Ajuste,Carnes,Ovinos,Pernil de Cordeiro,kg,42,59.99,74.99,
2023-04-09,Ajuste,Lazer,Piscinas,Piscina Inflável,unidades,54,79.99,99.99,
2023-04-14,Ajuste,Carnes,Aves,Peito de Frango,kg,91,15.5,22.47,
2023-04-27,Avaria,Hortifruti,Frutas,Caqui,kg,63,8.99,10.99,Furto
2023-04-22,Ajuste,Snacks,Frutos Secos,Amendoim,kg,63,4.5,6.52,
2023-04-13,Avaria,Laticínios,Leites,Leite,litros,97,2.5,3.38,Furto
2023-04-28,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,14,12.8,18.56,Validade expirada
2023-04-12,Ajuste,Esportes,Tacos,Taco de Baseball,unidades,77,19.99,29.99,
2023-04-05,Avaria,Moda e Vestuário,Masculino,Calça Social,unidades,56,39.99,59.99,Furto
2023-04-17,Avaria,Moda e Vestuário,Masculino,Camiseta Estampada,unidades,81,16.99,24.99,Validade expirada
2023-04-23,Ajuste,Móveis,Camas,Cama de Casal,unidades,79,399.99,499.99,
2023-04-18,Ajuste,Padaria,Biscoitos,Biscoito,kg,37,5.8,7.83,
2023-04-28,Ajuste,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,unidades,14,2199.99,2639.99,
2023-04-17,Avaria,Carnes,Ovinos,Cordeiro Desossado,kg,89,79.99,94.99,Validade expirada
2023-04-28,Avaria,Carnes,Suína,Linguiça Toscana,kg,86,24.99,34.99,Validade expirada
2023-04-11,Ajuste,Carnes,Aves,Coxa de Peru,kg,99,29.99,39.99,
2023-04-10,Ajuste,Carnes,Bovina,Rabo de Boi,kg,97,17.99,24.99,
2023-04-25,Ajuste,Moda e Vestuário,Masculino,Terno Slim,unidades,89,99.99,149.99,
2023-04-20,Avaria,Hortifruti,Frutas,Nectarina,kg,8,7.99,9.99,Danos no transporte
2023-04-25,Ajuste,Carnes,Aves,Coxa de Frango,kg,14,17.99,24.99,
2023-04-17,Avaria,Hortifruti,Frutas,Banana da Terra,kg,28,3.99,4.99,Validade expirada
2023-04-09,Ajuste,Bebidas,Águas,Água Mineral,litros,65,1.5,1.95,
2023-04-13,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,46,22.99,34.99,Furto
2023-04-17,Avaria,Carnes,Aves,Fígado de Frango,kg,22,7.99,12.99,Danos no transporte
2023-04-28,Avaria,Carnes,Bovina,Carne de Hambúrguer,kg,83,21.99,29.99,Furto
2023-04-16,Avaria,Lazer,Brinquedos,Cama Elástica,unidades,96,149.99,199.99,Validade expirada
2023-04-02,Ajuste,Celulares,Smartphones,Smartphone,unidades,99,1799.99,2249.99,
2023-04-08,Ajuste,Hortifruti,Frutas,Amora,kg,99,14.99,17.99,
2023-04-02,Ajuste,Hortifruti,Frutas,Pera,kg,43,3.29,4.49,
2023-04-07,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,92,12.8,18.56,Validade expirada
2023-04-23,Avaria,Carnes,Suína,Lombo,kg,27,31.99,44.99,Validade expirada
2023-04-19,Ajuste,Tecnologia,Redes,Roteador Wi-Fi,unidades,91,59.99,79.99,
2023-04-25,Avaria,Carnes,Aves,Asa de Frango,kg,63,13.99,19.99,Validade expirada
2023-04-19,Ajuste,Decoração,Pratos Decorativos,Prato Decorativo,unidades,48,14.99,19.99,
2023-04-24,Ajuste,Limpeza,Detergentes,Detergente,litros,87,3.2,4.8,
2023-04-26,Avaria,Snacks,Salgadinhos,Pipoca,kg,78,2.0,2.9,Furto
2023-04-29,Ajuste,Snacks,Salgadinhos,Pipoca,kg,12,2.0,2.9,
2023-04-08,Avaria,Moda e Vestuário,Masculino,Bermuda Jeans,unidades,99,19.99,29.99,Validade expirada
2023-04-28,Avaria,Decoração,Tapetes,Tapete,metros quadrados,54,59.99,79.99,Validade expirada
2023-04-07,Avaria,Moda e Vestuário,Feminino,Vestido Longo,unidades,100,54.99,79.99,Danos no transporte
2023-04-25,Avaria,Padaria,Bolos,Torta de Morango,kg,12,22.0,29.7,Furto
2023-04-22,Ajuste,Carnes,Aves,Asa de Frango,kg,6,13.99,19.99,
2023-04-23,Avaria,Laticínios,Iogurtes,Iogurte,litros,61,3.8,5.13,Danos no transporte
2023-04-09,Ajuste,Eletrodomésticos,Micro-ondas,Micro-ondas,unidades,37,149.99,199.99,
2023-04-21,Ajuste,Iluminação,Lustres,Lustre,unidades,45,119.99,149.99,
2023-04-27,Avaria,Hortifruti,Frutas,Coco,unidades,64,6.49,7.99,Furto
2023-04-26,Ajuste,Limpeza,Utensílios de Limpeza,Vassoura,unidades,81,12.0,18.0,
2023-04-02,Avaria,Moda e Vestuário,Feminino,Vestido Longo,unidades,13,54.99,79.99,Validade expirada
2023-04-20,Avaria,Carnes,Aves,Fígado de Frango,kg,47,7.99,12.99,Furto
2023-04-04,Ajuste,Moda e Vestuário,Masculino,Camiseta Manga Longa,unidades,71,16.99,24.99,
2023-04-14,Avaria,Hortifruti,Frutas,Caqui,kg,77,8.99,10.99,Furto
2023-04-26,Ajuste,Hortifruti,Frutas,Mamão Papaia,kg,23,3.79,4.99,
2023-04-22,Ajuste,Hortifruti,Frutas,Mamão Formosa,kg,47,3.99,5.49,
2023-04-09,Ajuste,Carnes,Ovinos,Linguiça de Cordeiro,kg,85,19.99,29.99,
2023-04-13,Avaria,Moda e Vestuário,Feminino,Vestido de Renda,unidades,89,42.99,64.99,Furto
2023-04-09,Ajuste,Carnes,Ovinos,Cordeiro Desossado,kg,13,79.99,94.99,
2023-04-20,Ajuste,Moda e Vestuário,Feminino,Vestido Blusê,unidades,31,32.99,49.99,
2023-04-23,Ajuste,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,30,29.99,44.99,
2023-04-01,Ajuste,Hortifruti,Frutas,Pêssego,kg,96,4.0,5.2,
2023-04-08,Ajuste,Móveis,Sofás,Sofá de Couro,unidades,35,499.99,599.99,
2023-04-18,Avaria,Moda e Vestuário,Masculino,Blazer Casual,unidades,31,49.99,74.99,Furto
2023-04-11,Avaria,Hortifruti,Frutas,Figo,kg,85,11.99,14.99,Validade expirada
2023-04-14,Ajuste,Bebidas,Não Alcoólicas,Refrigerante,litros,54,4.5,5.85,
2023-04-04,Ajuste,Moda e Vestuário,Feminino,Regata Básica,unidades,42,9.99,14.99,
2023-04-07,Avaria,Eletrodomésticos,Ferro de Passar,Ferro de Passar,unidades,78,39.99,49.99,Validade expirada
2023-04-09,Ajuste,Padaria,Bebidas Quentes,Café,kg,23,5.0,6.75,
2023-04-02,Ajuste,Tecnologia,Câmeras,Câmera Fotográfica,unidades,36,249.99,299.99,
2023-04-15,Avaria,Carnes,Bovina,Contrafilé,kg,60,52.99,74.99,Validade expirada
2023-04-03,Ajuste,Carnes,Aves,Codorna Inteira,kg,54,39.99,54.99,
2023-04-05,Ajuste,Moda e Vestuário,Feminino,Blusa Estampada,unidades,38,19.99,29.99,
2023-04-01,Avaria,Tecnologia,Relógios Inteligentes,Smartwatch,unidades,17,119.99,149.99,Danos no transporte
2023-04-10,Avaria,Carnes,Aves,Linguiça Toscana de Frango,kg,100,17.99,24.99,Furto
2023-04-11,Avaria,Higiene,Shampoos,Shampoo,litros,23,12.9,18.06,Danos no transporte
2023-04-21,Avaria,Laticínios,Leites,Leite,litros,50,2.5,3.38,Danos no transporte
2023-04-23,Ajuste,Sobremesas,Sorvetes,Sorvete,litros,87,12.0,16.8,
2023-04-23,Avaria,Hortifruti,Frutas,Cereja Chilena,kg,36,44.99,49.99,Danos no transporte
2023-04-21,Ajuste,Hortifruti,Frutas,Cereja Espanhola,kg,86,39.99,44.99,
2023-04-29,Avaria,Moda e Vestuário,Masculino,Camisa Social,unidades,47,24.99,39.99,Validade expirada
2023-04-15,Ajuste,Tecnologia,Acessórios,Cabo HDMI,metros,28,7.99,9.99,
2023-04-23,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,49,12.8,18.56,Validade expirada
2023-04-29,Ajuste,Moda e Vestuário,Masculino,Camisa Polo,unidades,49,22.99,34.99,
2023-04-25,Avaria,Carnes,Aves,Salsicha de Frango,kg,43,9.99,14.99,Validade expirada
2023-04-16,Ajuste,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,51,29.99,44.99,
2023-04-28,Ajuste,Carnes,Suína,Orelha de Porco,kg,80,9.99,14.99,
2023-04-10,Avaria,Carnes,Suína,Lombo Suíno,kg,57,31.99,44.99,Furto
2023-04-17,Ajuste,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,33,69.99,89.99,
2023-04-01,Ajuste,Moda e Vestuário,Masculino,Blazer Slim,unidades,85,59.99,89.99,
2023-04-01,Avaria,Carnes,Aves,Coxa de Peru,kg,63,29.99,39.99,Danos no transporte
2023-04-22,Ajuste,Eletroeletrônicos,Computadores,Notebook,unidades,29,3499.99,4199.99,
2023-04-13,Ajuste,Carnes,Bovina,Bife de Alcatra,kg,42,47.99,64.99,
2023-04-17,Ajuste,Moda e Vestuário,Feminino,Vestido Floral,unidades,28,39.99,59.99,
2023-04-02,Ajuste,Higiene,Desodorantes,Desodorante,unidades,82,8.8,12.32,
2023-04-29,Ajuste,Hortifruti,Frutas,Mamão Formosa,kg,12,3.99,5.49,
2023-04-25,Ajuste,Carnes,Aves,Coxa de Frango,kg,22,17.99,24.99,
2023-04-16,Avaria,Hortifruti,Frutas,Maçã,kg,35,4.99,6.49,Validade expirada
2023-04-22,Avaria,Carnes,Aves,Filé de Pato,kg,17,59.99,74.99,Furto
2023-04-05,Avaria,Padaria,Bolos,Torta de Morango,kg,64,22.0,29.7,Furto
2023-04-11,Ajuste,Carnes,Aves,Coxa de Frango,kg,65,17.99,24.99,
2023-04-08,Ajuste,Hortifruti,Frutas,Damasco,kg,25,10.99,12.99,
2023-04-15,Ajuste,Moda e Vestuário,Feminino,Vestido Midi,unidades,82,42.99,64.99,
2023-04-21,Ajuste,Padaria,Biscoitos,Rosquinhas,kg,66,3.9,5.27,
2023-04-16,Ajuste,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,unidades,21,79.99,99.99,
2023-04-13,Ajuste,Esportes,Tacos,Taco de Baseball,unidades,43,19.99,29.99,
2023-04-12,Ajuste,Hortifruti,Frutas,Pêssego,kg,73,4.0,5.2,
2023-04-14,Avaria,Higiene,Sabonetes,Sabonete,unidades,67,2.3,3.22,Danos no transporte
2023-04-28,Avaria,Hortifruti,Frutas,Mirtilo,kg,23,19.99,22.99,Danos no transporte
2023-04-21,Avaria,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,60,69.99,89.99,Danos no transporte
2023-04-28,Ajuste,Moda e Vestuário,Feminino,Calça Jeans Skinny,unidades,69,29.99,49.99,
2023-04-12,Avaria,Moda e Vestuário,Masculino,Calça Social,unidades,23,39.99,59.99,Furto
2023-04-22,Ajuste,Carnes,Bovina,Cupim,kg,21,39.99,54.99,
2023-04-24,Ajuste,Hortifruti,Frutas,Tangerina,kg,7,2.49,3.49,
2023-04-16,Avaria,Eletrodomésticos,Micro-ondas,Micro-ondas,unidades,11,149.99,199.99,Danos no transporte
2023-04-07,Avaria,Hortifruti,Frutas,Limão Taiti,kg,63,1.99,2.99,Furto
2023-04-28,Ajuste,Hortifruti,Frutas,Limão Cravo,kg,25,5.49,6.99,
2023-04-01,Ajuste,Carnes,Suína,Orelha de Porco,kg,14,9.99,14.99,
2023-04-07,Ajuste,Decoração,Vasos,Vaso de Plantas,unidades,46,14.99,19.99,
2023-04-19,Avaria,Bebidas,Não Alcoólicas,Refrigerante,litros,96,4.5,5.85,Validade expirada
2023-04-06,Avaria,Carnes,Aves,Pato Inteiro,kg,78,74.99,89.99,Danos no transporte
2023-04-26,Avaria,Moda e Vestuário,Feminino,Sandália Rasteira,unidades,64,26.99,39.99,Validade expirada
2023-04-26,Ajuste,Moda e Vestuário,Feminino,Vestido Ciganinha,unidades,39,26.99,39.99,
2023-04-20,Avaria,Esportes,Pranchas,Prancha de Surf,unidades,75,249.99,299.99,Validade expirada
2023-04-17,Ajuste,Carnes,Ovinos,Carré de Cordeiro,kg,62,69.99,84.99,
2023-04-11,Ajuste,Hortifruti,Frutas,Cereja do Rio Grande,kg,59,34.99,39.99,
2023-04-18,Ajuste,Carnes,Aves,Sobrecoxa de Frango,kg,9,12.8,18.56,
2023-04-02,Ajuste,Hortifruti,Frutas,Cereja Espanhola,kg,58,39.99,44.99,
2023-04-16,Avaria,Hortifruti,Frutas,Cereja Espanhola,kg,12,39.99,44.99,Furto
2023-04-07,Avaria,Iluminação,Lustres,Lustre,unidades,99,119.99,149.99,Furto
2023-04-11,Ajuste,Carnes,Bovina,Língua de Boi,kg,44,24.99,34.99,
2023-04-20,Avaria,Moda e Vestuário,Feminino,Cardigan de Lã,unidades,37,29.99,44.99,Danos no transporte
2023-04-11,Avaria,Iluminação,Lustres,Lustre,unidades,41,119.99,149.99,Furto
2023-04-18,Ajuste,Hortifruti,Legumes,Tomate,kg,68,3.49,4.54,
2023-04-29,Avaria,Carnes,Bovina,Cupim,kg,53,39.99,54.99,Furto
2023-04-12,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,76,16.0,21.6,
2023-04-21,Avaria,Snacks,Salgadinhos,Pipoca,kg,55,2.0,2.9,Furto
2023-04-24,Ajuste,Moda e Vestuário,Feminino,Blusa Ciganinha,unidades,86,22.99,34.99,
2023-04-07,Avaria,Moda e Vestuário,Masculino,Gravata Slim,unidades,98,19.99,29.99,Danos no transporte
2023-04-07,Avaria,Carnes,Suína,Costelinha de Porco,kg,19,34.99,49.99,Validade expirada
2023-04-14,Avaria,Hortifruti,Frutas,Coco,unidades,98,6.49,7.99,Danos no transporte
2023-04-29,Ajuste,Hortifruti,Frutas,Kiwi,kg,71,5.0,6.5,
2023-04-18,Ajuste,Moda e Vestuário,Masculino,Gravata Slim,unidades,24,19.99,29.99,
2023-04-19,Ajuste,Hortifruti,Frutas,Banana Nanica,kg,95,1.99,2.99,
2023-04-12,Ajuste,Bebidas,Águas,Água Mineral,litros,10,1.5,1.95,
2023-04-11,Avaria,Moda e Vestuário,Masculino,Gravata Slim,unidades,18,19.99,29.99,Danos no transporte
2023-04-03,Avaria,Hortifruti,Frutas,Uva Verde,kg,57,7.49,9.99,Danos no transporte
2023-04-11,Ajuste,Carnes,Aves,Salsicha de Frango,kg,62,9.99,14.99,
2023-04-15,Ajuste,Carnes,Ovinos,Contrafilé de Cordeiro,kg,22,54.99,69.99,
2023-04-19,Ajuste,Moda e Vestuário,Masculino,Suéter de Tricô,unidades,78,36.99,54.99,
2023-04-23,Avaria,Moda e Vestuário,Feminino,Vestido de Festa,unidades,5,69.99,99.99,Danos no transporte
2023-04-16,Ajuste,Moda e Vestuário,Masculino,Gravata Slim,unidades,19,19.99,29.99,
2023-04-13,Ajuste,Carnes,Aves,Coxa de Frango,kg,46,17.99,24.99,
2023-04-05,Avaria,Hortifruti,Frutas,Mamão Papaia,kg,84,3.79,4.99,Danos no transporte
2023-04-08,Avaria,Carnes,Aves,Salsicha de Frango,kg,61,9.99,14.99,Furto
2023-04-09,Ajuste,Higiene,Shampoos,Condicionador,litros,76,14.5,20.3,
2023-04-01,Avaria,Hortifruti,Frutas,Manga Tommy,kg,40,4.99,6.49,Furto
2023-04-08,Ajuste,Hortifruti,Frutas,Melancia,unidades,44,6.0,7.8,
2023-04-19,Ajuste,Moda e Vestuário,Masculino,Bermuda Jeans,unidades,65,19.99,29.99,
2023-04-20,Ajuste,Moda e Vestuário,Masculino,Camisa Polo,unidades,34,22.99,34.99,
2023-04-03,Ajuste,Hortifruti,Frutas,Damasco,kg,21,10.99,12.99,
2023-04-15,Ajuste,Iluminação,Lustres,Lustre,unidades,19,119.99,149.99,
2023-04-15,Avaria,Moda e Vestuário,Feminino,Vestido Bandagem,unidades,67,36.99,54.99,Danos no transporte
2023-04-20,Avaria,Carnes,Bovina,Picanha,kg,43,49.99,69.99,Validade expirada
2023-04-25,Avaria,Carnes,Bovina,Músculo,kg,65,24.99,34.99,Danos no transporte
2023-04-27,Avaria,Higiene,Sabonetes,Sabonete,unidades,34,2.3,3.22,Danos no transporte
2023-04-09,Ajuste,Móveis,Puffs,Puff,unidades,1,29.99,39.99,
2023-04-07,Ajuste,Moda e Vestuário,Feminino,Vestido de Renda,unidades,46,42.99,64.99,
2023-04-08,Avaria,Carnes,Bovina,Carne de Hambúrguer,kg,4,21.99,29.99,Furto
2023-04-11,Ajuste,Moda e Vestuário,Feminino,Saia Lápis,unidades,54,22.99,34.99,
2023-04-22,Avaria,Hortifruti,Legumes,Pimentão,kg,99,3.99,5.19,Danos no transporte
2023-04-12,Avaria,Hortifruti,Legumes,Tomate,kg,64,3.49,4.54,Danos no transporte
2023-04-22,Avaria,Decoração,Quadros,Quadro Decorativo,unidades,46,29.99,39.99,Furto
2023-04-12,Avaria,Decoração,Vasos,Vaso de Plantas,unidades,42,14.99,19.99,Furto
2023-04-16,Ajuste,Carnes,Bovina,Picanha,kg,2,49.99,69.99,
2023-04-05,Avaria,Moda e Vestuário,Masculino,Camisa Polo,unidades,82,22.99,34.99,Danos no transporte
2023-04-02,Avaria,Decoração,Quadros,Quadro Decorativo,unidades,10,29.99,39.99,Validade expirada
2023-04-12,Avaria,Bebidas,Não Alcoólicas,Refrigerante,litros,68,4.5,5.85,Danos no transporte
2023-04-17,Avaria,Carnes,Ovinos,Paleta de Cordeiro,kg,21,74.99,89.99,Validade expirada
2023-04-16,Avaria,Bebidas,Alcoólicas,Vinho Tinto,litros,73,25.0,32.5,Furto
2023-04-18,Ajuste,Hortifruti,Frutas,Ameixa,kg,96,6.99,8.99,
2023-04-20,Avaria,Bebidas,Não Alcoólicas,Suco de Laranja,litros,14,6.2,8.06,Furto
2023-04-22,Avaria,Carnes,Ovinos,Carré de Cordeiro,kg,60,69.99,84.99,Furto
2023-04-21,Ajuste,Carnes,Bovina,Filé Mignon,kg,57,59.99,79.99,
2023-04-01,Avaria,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,32,69.99,89.99,Danos no transporte
2023-04-16,Avaria,Limpeza,Desinfetantes,Água Sanitária,litros,2,3.5,5.25,Validade expirada
2023-04-07,Avaria,Hortifruti,Frutas,Caqui,kg,89,8.99,10.99,Validade expirada
2023-04-02,Ajuste,Moda e Vestuário,Feminino,Vestido de Renda,unidades,3,42.99,64.99,
2023-04-06,Avaria,Eletrodomésticos,Liquidificadores,Liquidificador,unidades,67,59.99,79.99,Validade expirada
2023-04-18,Avaria,Carnes,Bovina,Filé Mignon,kg,21,59.99,79.99,Danos no transporte
2023-04-29,Avaria,Limpeza,Detergentes,Detergente,litros,55,3.2,4.8,Validade expirada
2023-04-14,Avaria,Bebidas,Alcoólicas,Cerveja,unidades,42,5.9,7.67,Danos no transporte
2023-04-26,Ajuste,Moda e Vestuário,Feminino,Vestido Chemise,unidades,7,29.99,44.99,
2023-04-17,Ajuste,Moda e Vestuário,Masculino,Calça Jogger,unidades,46,26.99,39.99,
2023-04-24,Avaria,Celulares,Smartphones,Smartphone,unidades,23,1799.99,2249.99,Furto
2023-04-21,Avaria,Hortifruti,Frutas,Banana,kg,16,2.99,3.89,Danos no transporte
