Data,Tipo,Categoria,Subcategoria,Produto,Unidade,Quantidade,Preço de Custo,Preço de Venda,Tipo Avaria
2024-01-10,Avaria,Carnes,Aves,Sobrecoxa de Frango,kg,42,12.8,18.56,Validade expirada
2024-01-19,Ajuste,Carnes,Aves,Peito de Pato,kg,44,49.99,64.99,
2024-01-24,Ajuste,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,13,69.99,89.99,
2024-01-29,Ajuste,Limpeza,Sabão em Pó,Amaciante de Roupas,litros,4,9.7,14.55,
2024-01-24,Ajuste,Hortifruti,Frutas,Abacaxi,unidades,6,4.5,5.85,
2024-01-01,Avaria,Moda e Vestuário,Masculino,Blazer Casual,unidades,51,49.99,74.99,Validade expirada
2024-01-30,Ajuste,Tecnologia,Periféricos,Teclado sem Fio,unidades,65,14.99,19.99,
2024-01-24,Avaria,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,unidades,33,69.99,89.99,Furto
2024-01-05,Avaria,Hortifruti,Frutas,Coco,unidades,17,6.49,7.99,Danos no transporte
2024-01-24,Ajuste,Hortifruti,Frutas,Limão,kg,41,3.5,4.55,
2024-01-28,Ajuste,Moda e Vestuário,Feminino,Saia Midi,unidades,37,24.99,39.99,
2024-01-18,Avaria,Carnes,Suína,Rabo de Porco,kg,67,17.99,24.99,Furto
2024-01-23,Avaria,Limpeza,Detergentes,Detergente,litros,71,3.2,4.8,Furto
2024-01-15,Avaria,Carnes,Aves,Peito de Codorna,kg,60,29.99,39.99,Furto
2024-01-17,Avaria,Moda e Vestuário,Masculino,Camiseta Estampada,unidades,33,16.99,24.99,Danos no transporte
2024-01-01,Avaria,Tecnologia,Caixas de Som,Smart Speaker,unidades,14,79.99,99.99,Danos no transporte
2024-01-01,Ajuste,Hortifruti,Frutas,Manga Tommy,kg,52,4.99,6.49,
2024-01-08,Ajuste,Carnes,Bovina,Língua de Boi,kg,61,24.99,34.99,
2024-01-03,Ajuste,Móveis,Cadeiras,Cadeira de Escritório,unidades,22,119.99,149.99,
2024-01-08,Avaria,Moda e Vestuário,Feminino,Calça Legging,unidades,15,22.99,34.99,Validade expirada
2024-01-05,Ajuste,Carnes,Suína,Bisteca Suína,kg,90,21.99,29.99,
2024-01-13,Avaria,Carnes,Aves,Filé de Pato,kg,69,59.99,74.99,Validade expirada
2024-01-05,Ajuste,Higiene,Shampoos,Shampoo,litros,1,12.9,18.06,
2024-01-21,Ajuste,Moda e Vestuário,Masculino,Tênis Esportivo,unidades,93,44.99,69.99,
2024-01-09,Ajuste,Moda e Vestuário,Feminino,Vestido Longo,unidades,35,54.99,79.99,
2024-01-07,Ajuste,Hortifruti,Frutas,Tamarindo,kg,51,11.99,13.99,
2024-01-27,Avaria,Hortifruti,Frutas,Graviola,kg,68,9.49,11.99,Danos no transporte
2024-01-22,Avaria,Moda e Vestuário,Masculino,Gravata Slim,unidades,25,19.99,29.99,Furto
2024-01-25,Avaria,Tecnologia,Acessórios,Carregador Portátil,unidades,54,19.99,29.99,Validade expirada
2024-01-01,Avaria,Tecnologia,Fones de Ouvido,Fone de Ouvido Bluetooth,unidades,31,39.99,49.99,Furto
2024-01-09,Ajuste,Esportes,Bolas,Bola de Futebol,unidades,51,14.99,19.99,
2024-01-21,Avaria,Hortifruti,Frutas,Mirtilo,kg,90,19.99,22.99,Danos no transporte
2024-01-14,Ajuste,Moda e Vestuário,Feminino,Vestido Bandagem,unidades,65,36.99,54.99,
2024-01-29,Ajuste,Carnes,Ovinos,Paleta de Cordeiro,kg,8,74.99,89.99,
2024-01-06,Ajuste,Carnes,Bovina,Rabo de Boi,kg,10,17.99,24.99,
2024-01-06,Ajuste,Carnes,Bovina,Músculo,kg,91,24.99,34.99,
2024-01-16,Ajuste,Celulares,Tablets,Tablet,unidades,74,899.99,1124.99,
2024-01-14,Avaria,Hortifruti,Legumes,Cebola,kg,80,2.29,2.98,Validade expirada
2024-01-05,Ajuste,Hortifruti,Frutas,Maracujá,kg,93,2.99,3.99,
2024-01-16,Avaria,Moda e Vestuário,Masculino,Calça Chino,unidades,55,32.99,49.99,Danos no transporte
2024-01-11,Ajuste,Carnes,Bovina,Lagarto,kg,81,44.99,59.99,
2024-01-18,Avaria,Hortifruti,Frutas,Limão,kg,4,3.5,4.55,Validade expirada
2024-01-24,Ajuste,Hortifruti,Frutas,Limão,kg,96,3.5,4.55,
2024-01-05,Avaria,Carnes,Bovinos,Carne de Sol,kg,20,35.5,51.48,Validade expirada
2024-01-26,Ajuste,Higiene,Escovas de Dentes,Escova de Dentes,unidades,14,3.9,5.46,
2024-01-20,Ajuste,Hortifruti,Legumes,Tomate,kg,18,3.49,4.54,
2024-01-14,Ajuste,Carnes,Suínos,Lombo Suíno,kg,19,22.7,32.91,
2024-01-24,Avaria,Lazer,Brinquedos,Cama Elástica,unidades,48,149.99,199.99,Danos no transporte
2024-01-17,Avaria,Lazer,Piscinas,Piscina Inflável,unidades,10,79.99,99.99,Furto
2024-01-21,Avaria,Carnes,Suína,Lombo Suíno,kg,10,31.99,44.99,Furto
2024-01-15,Ajuste,Decoração,Tapetes,Tapete de Banheiro,unidades,6,14.99,19.99,
2024-01-03,Avaria,Hortifruti,Frutas,Mamão Formosa,kg,13,3.99,5.49,Validade expirada
2024-01-08,Avaria,Moda e Vestuário,Masculino,Suéter de Tricô,unidades,26,36.99,54.99,Danos no transporte
2024-01-26,Ajuste,Carnes,Aves,Linguiça de Peru,kg,92,13.99,19.99,
2024-01-02,Ajuste,Higiene,Sabonetes,Gel de Banho,litros,8,4.2,5.88,
2024-01-28,Ajuste,Moda e Vestuário,Masculino,Calça Jogger,unidades,26,26.99,39.99,
2024-01-12,Avaria,Tecnologia,Caixas de Som,Smart Speaker,unidades,38,79.99,99.99,Furto
2024-01-18,Ajuste,Carnes,Bovina,Picanha,kg,53,49.99,69.99,
2024-01-24,Ajuste,Limpeza,Utensílios de Limpeza,Vassoura,unidades,47,12.0,18.0,
2024-01-13,Ajuste,Moda e Vestuário,Masculino,Jaqueta de Couro,unidades,15,89.99,129.99,
2024-01-05,Ajuste,Lazer,Cadeiras de Praia,Cadeira de Praia,unidades,82,19.99,29.99,
2024-01-20,Ajuste,Tecnologia,Câmeras,Câmera Fotográfica,unidades,76,249.99,299.99,
2024-01-23,Ajuste,Moda e Vestuário,Feminino,Vestido Rodado,unidades,65,36.99,54.99,
2024-01-26,Avaria,Limpeza,Desinfetantes,Água Sanitária,litros,9,3.5,5.25,Furto
2024-01-30,Ajuste,Hortifruti,Frutas,Abacate,kg,68,7.0,9.1,
2024-01-30,Ajuste,Moda e Vestuário,Feminino,Vestido Chemise,unidades,78,29.99,44.99,
2024-01-08,Ajuste,Hortifruti,Frutas,Manga,kg,2,4.49,5.99,
2024-01-11,Avaria,Carnes,Aves,Asa de Frango,kg,3,13.99,19.99,Danos no transporte
2024-01-11,Avaria,Padaria,Biscoitos,Rosquinhas,kg,77,3.9,5.27,Validade expirada
2024-01-14,Avaria,Tecnologia,Redes,Roteador Wi-Fi,unidades,22,59.99,79.99,Danos no transporte
2024-01-18,Avaria,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,unidades,40,2199.99,2639.99,Validade expirada
2024-01-04,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,96,22.99,34.99,Danos no transporte
2024-01-20,Ajuste,Lazer,Piscinas,Piscina Inflável,unidades,19,79.99,99.99,
2024-01-20,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,57,3.5,4.73,
2024-01-02,Avaria,Moda e Vestuário,Feminino,Bolsa de Couro,unidades,60,44.99,69.99,Danos no transporte
2024-01-15,Ajuste,Carnes,Ovinos,Linguiça de Cordeiro,kg,59,19.99,29.99,
2024-01-21,Avaria,Moda e Vestuário,Masculino,Camiseta Básica,unidades,45,12.99,19.99,Validade expirada
2024-01-15,Ajuste,Hortifruti,Legumes,Cebola,kg,5,2.29,2.98,
2024-01-12,Ajuste,Hortifruti,Frutas,Abacaxi,unidades,99,4.5,5.85,
2024-01-13,Avaria,Carnes,Bovina,Rabo de Boi,kg,66,17.99,24.99,Furto
2024-01-30,Ajuste,Hortifruti,Frutas,Cereja Argentina,kg,78,29.99,34.99,
2024-01-23,Avaria,Hortifruti,Legumes,Tomate,kg,58,3.49,4.54,Furto
2024-01-21,Ajuste,Hortifruti,Frutas,Cereja Espanhola,kg,28,39.99,44.99,
2024-01-30,Avaria,Hortifruti,Frutas,Coco,unidades,71,6.49,7.99,Furto
2024-01-03,Ajuste,Moda e Vestuário,Feminino,Blusa Ciganinha,unidades,31,22.99,34.99,
2024-01-09,Avaria,Hortifruti,Frutas,Banana Prata,kg,23,2.99,3.99,Furto
2024-01-25,Avaria,Hortifruti,Frutas,Abacaxi,unidades,47,4.5,5.85,Validade expirada
2024-01-19,Avaria,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,unidades,96,79.99,99.99,Validade expirada
2024-01-24,Avaria,Moda e Vestuário,Masculino,Camisa Polo,unidades,69,22.99,34.99,Danos no transporte
2024-01-10,Ajuste,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,64,22.99,34.99,
2024-01-22,Avaria,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,unidades,75,79.99,99.99,Validade expirada
2024-01-05,Avaria,Tecnologia,Caixas de Som,Smart Speaker,unidades,17,79.99,99.99,Furto
2024-01-20,Avaria,Carnes,Bovina,Carne de Hambúrguer,kg,60,21.99,29.99,Validade expirada
2024-01-08,Avaria,Carnes,Suína,Barriga de Porco,kg,27,21.99,29.99,Furto
2024-01-07,Avaria,Moda e Vestuário,Feminino,Vestido de Festa,unidades,35,69.99,99.99,Validade expirada
2024-01-18,Avaria,Hortifruti,Legumes,Cebola,kg,76,2.29,2.98,Furto
2024-01-14,Avaria,Móveis,Puffs,Puff,unidades,11,29.99,39.99,Danos no transporte
2024-01-04,Avaria,Moda e Vestuário,Feminino,Blusa Ciganinha,unidades,12,22.99,34.99,Furto
2024-01-23,Avaria,Móveis,Mesas,Escrivaninha,unidades,90,99.99,129.99,Furto
2024-01-18,Ajuste,Carnes,Suínos,Costela Suína,kg,40,18.9,27.4,
2024-01-25,Ajuste,Carnes,Aves,Peito de Peru,kg,6,39.99,49.99,
2024-01-18,Ajuste,Carnes,Aves,Coxa de Frango,kg,61,17.99,24.99,
2024-01-11,Ajuste,Moda e Vestuário,Masculino,Blazer Slim,unidades,32,59.99,89.99,
2024-01-27,Ajuste,Moda e Vestuário,Feminino,Calça Jeans Skinny,unidades,11,29.99,49.99,
2024-01-07,Avaria,Carnes,Bovina,Maminha,kg,40,44.99,62.99,Validade expirada
2024-01-15,Ajuste,Decoração,Espelhos,Espelho de Parede,unidades,1,39.99,49.99,
2024-01-08,Avaria,Decoração,Pratos Decorativos,Prato Decorativo,unidades,28,14.99,19.99,Danos no transporte
2024-01-28,Ajuste,Hortifruti,Frutas,Cereja,kg,40,24.99,29.99,
2024-01-28,Avaria,Hortifruti,Frutas,Melancia,unidades,45,6.0,7.8,Validade expirada
2024-01-11,Ajuste,Decoração,Tapetes,Tapete,metros quadrados,41,59.99,79.99,
2024-01-21,Avaria,Eletroeletrônicos,Computadores,Notebook,unidades,80,3499.99,4199.99,Validade expirada
2024-01-08,Avaria,Hortifruti,Frutas,Physalis,kg,25,34.99,39.99,Furto
2024-01-15,Avaria,Lazer,Brinquedos,Cama Elástica,unidades,61,149.99,199.99,Furto
2024-01-06,Ajuste,Hortifruti,Frutas,Banana da Terra,kg,75,3.99,4.99,
2024-01-28,Ajuste,Hortifruti,Frutas,Physalis,kg,64,34.99,39.99,
2024-01-02,Ajuste,Hortifruti,Frutas,Pêssego,kg,39,4.0,5.2,
2024-01-10,Ajuste,Moda e Vestuário,Masculino,Camisa Xadrez,unidades,87,19.99,29.99,
2024-01-03,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,66,16.0,21.6,
2024-01-28,Ajuste,Carnes,Aves,Linguiça de Frango,kg,80,13.99,19.99,
2024-01-04,Avaria,Carnes,Aves,Peito de Pato,kg,47,49.99,64.99,Danos no transporte
2024-01-24,Avaria,Carnes,Bovina,Picanha,kg,82,49.99,69.99,Furto
2024-01-26,Ajuste,Carnes,Aves,Filé de Pato,kg,64,59.99,74.99,
2024-01-15,Ajuste,Bebidas,Alcoólicas,Vinho Tinto,litros,7,25.0,32.5,
2024-01-17,Ajuste,Hortifruti,Frutas,Banana da Terra,kg,63,3.99,4.99,
2024-01-12,Avaria,Móveis,Camas,Cama de Casal,unidades,93,399.99,499.99,Furto
2024-01-01,Ajuste,Hortifruti,Frutas,Cereja Americana,kg,53,49.99,54.99,
2024-01-14,Ajuste,Carnes,Bovina,Coxão Mole,kg,8,42.99,59.99,
2024-01-06,Avaria,Moda e Vestuário,Masculino,Terno Slim,unidades,15,99.99,149.99,Validade expirada
2024-01-22,Avaria,Carnes,Aves,Linguiça de Peru,kg,21,13.99,19.99,Danos no transporte
2024-01-07,Avaria,Hortifruti,Frutas,Maçã,kg,77,4.99,6.49,Validade expirada
2024-01-10,Ajuste,Moda e Vestuário,Feminino,Vestido Tubinho,unidades,47,34.99,49.99,
2024-01-02,Ajuste,Hortifruti,Frutas,Caqui,kg,49,8.99,10.99,
2024-01-03,Avaria,Carnes,Suína,Lombo,kg,14,31.99,44.99,Validade expirada
2024-01-11,Ajuste,Moda e Vestuário,Masculino,Camisa Xadrez,unidades,71,19.99,29.99,
2024-01-21,Ajuste,Carnes,Bovina,Bife de Alcatra,kg,9,47.99,64.99,
2024-01-07,Avaria,Celulares,Tablets,Tablet,unidades,100,899.99,1124.99,Furto
2024-01-23,Ajuste,Hortifruti,Frutas,Cereja do Rio Grande,kg,1,34.99,39.99,
2024-01-08,Avaria,Carnes,Aves,Peito de Frango,kg,66,15.5,22.47,Furto
2024-01-11,Ajuste,Laticínios,Iogurtes,Iogurte,litros,51,3.8,5.13,
2024-01-24,Avaria,Hortifruti,Frutas,Banana da Terra,kg,28,3.99,4.99,Validade expirada
2024-01-29,Ajuste,Padaria,Salgados,Coxinha de Frango,unidades,49,3.5,4.73,
2024-01-04,Avaria,Moda e Vestuário,Feminino,Vestido de Renda,unidades,52,42.99,64.99,Validade expirada
2024-01-01,Avaria,Hortifruti,Frutas,Maracujá,kg,27,2.99,3.99,Danos no transporte
2024-01-29,Ajuste,Carnes,Ovinos,Carré de Cordeiro,kg,31,69.99,84.99,
2024-01-27,Ajuste,Carnes,Aves,Linguiça Toscana de Frango,kg,62,17.99,24.99,
2024-01-17,Ajuste,Moda e Vestuário,Feminino,Shorts Jeans,unidades,46,16.99,24.99,
2024-01-01,Avaria,Hortifruti,Frutas,Tangerina,kg,22,2.49,3.49,Furto
2024-01-23,Ajuste,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,unidades,49,79.99,99.99,
2024-01-10,Avaria,Hortifruti,Frutas,Limão Siciliano,kg,66,4.49,5.49,Validade expirada
2024-01-30,Avaria,Carnes,Aves,Codorna Inteira,kg,13,39.99,54.99,Validade expirada
2024-01-03,Ajuste,Lazer,Piscinas,Piscina Inflável,unidades,60,79.99,99.99,
2024-01-08,Avaria,Laticínios,Queijos,Queijo,kg,79,9.99,13.49,Danos no transporte
2024-01-19,Ajuste,Móveis,Mesas,Escrivaninha,unidades,42,99.99,129.99,
2024-01-23,Ajuste,Hortifruti,Frutas,Pitanga,kg,23,16.99,19.99,
2024-01-23,Avaria,Bebidas,Não Alcoólicas,Suco de Laranja,litros,39,6.2,8.06,Furto
2024-01-04,Avaria,Iluminação,Lâmpadas,Lâmpada LED,unidades,97,7.99,9.99,Furto
2024-01-23,Ajuste,Moda e Vestuário,Masculino,Terno Slim,unidades,35,99.99,149.99,
2024-01-04,Ajuste,Carnes,Suína,Linguiça Toscana,kg,100,24.99,34.99,
2024-01-04,Avaria,Decoração,Cortinas,Cortina,metros,42,39.99,59.99,Danos no transporte
2024-01-28,Ajuste,Bebidas,Não Alcoólicas,Refrigerante,litros,80,4.5,5.85,
2024-01-25,Avaria,Moda e Vestuário,Feminino,Blusa de Tricô,unidades,21,22.99,34.99,Validade expirada
2024-01-26,Avaria,Carnes,Bovina,Costela,kg,21,39.99,54.99,Furto
2024-01-17,Ajuste,Padaria,Bolos,Bolo de Cenoura,kg,62,16.0,21.6,
2024-01-22,Ajuste,Moda e Vestuário,Masculino,Camiseta Básica,unidades,25,12.99,19.99,
2024-01-08,Ajuste,Moda e Vestuário,Masculino,Jaqueta de Couro,unidades,96,89.99,129.99,
2024-01-16,Avaria,Moda e Vestuário,Masculino,Calça Chino,unidades,56,32.99,49.99,Furto
2024-01-28,Ajuste,Carnes,Aves,Sobrecoxa de Frango,kg,98,12.8,18.56,
2024-01-03,Avaria,Hortifruti,Frutas,Jaca,kg,97,6.99,8.49,Furto
2024-01-21,Avaria,Moda e Vestuário,Masculino,Camiseta Básica,unidades,27,12.99,19.99,Danos no transporte
2024-01-22,Ajuste,Moda e Vestuário,Masculino,Sapatênis Casual,unidades,61,39.99,59.99,
2024-01-28,Ajuste,Hortifruti,Frutas,Uva Verde,kg,95,7.49,9.99,
2024-01-27,Ajuste,Carnes,Aves,Codorna Inteira,kg,63,39.99,54.99,
2024-01-06,Ajuste,Decoração,Tapetes,Tapete,metros quadrados,70,59.99,79.99,
2024-01-27,Ajuste,Carnes,Aves,Peito de Frango,kg,28,15.5,22.47,
2024-01-26,Avaria,Moda e Vestuário,Masculino,Gravata Slim,unidades,48,19.99,29.99,Validade expirada
2024-01-06,Avaria,Carnes,Aves,Linguiça de Peru,kg,33,13.99,19.99,Validade expirada
2024-01-10,Avaria,Celulares,Tablets,Tablet,unidades,18,899.99,1124.99,Danos no transporte
2024-01-06,Ajuste,Moda e Vestuário,Masculino,Terno Slim,unidades,82,99.99,149.99,
2024-01-15,Ajuste,Carnes,Suínos,Lombo Suíno,kg,25,22.7,32.91,
2024-01-16,Avaria,Hortifruti,Legumes,Tomate,kg,89,3.49,4.54,Furto
2024-01-16,Ajuste,Móveis,Camas,Cama de Casal,unidades,50,399.99,499.99,
2024-01-15,Ajuste,Moda e Vestuário,Feminino,Regata Básica,unidades,17,9.99,14.99,
2024-01-29,Ajuste,Bebidas,Não Alcoólicas,Suco de Laranja,litros,93,6.2,8.06,
